Player,Year,Pos,G,MP,PPG,APG,RPG,BPG,SPG,TPG,PER,TS%,BPM,3PAr,TRB,TRB%,ORB,DRB,AST,AST%,STL,STL%,BLK,BLK%,FG%,eFG%,FT%
Mike Smrek,1991,C,15,95.0,1.6,0.26666666666666666,1.7333333333333334,0.2,0.2,0.2,5.4,0.372,-6.2,0.0,26.0,14.8,7.0,19.0,4,5.5,3.0,1.5,3.0,1.9,0.333,0.333,0.5
Mike Smrek,1991,C,5,25.0,2.8,0.2,1.4,0.0,0.4,0.4,14.6,0.549,-2.2,0.0,7.0,15.4,3.0,4.0,1,6.1,2.0,3.7,0.0,0.0,0.545,0.545,0.5
Mike Smrek,1991,C,10,70.0,1.0,0.3,1.9,0.3,0.1,0.1,2.1,0.256,-7.7,0.0,19.0,14.6,4.0,15.0,3,5.3,1.0,0.7,3.0,2.6,0.188,0.188,0.5
Rory Sparrow,1991,PG,80,2375.0,10.3875,4.525,2.325,0.2,1.0375,1.575,12.4,0.524,-2.3,0.103,186.0,4.4,45.0,141.0,362,24.3,83.0,1.8,16.0,0.4,0.491,0.511,0.699
Felton Spencer,1991,C,81,2099.0,7.061728395061729,0.30864197530864196,7.91358024691358,1.4938271604938271,0.5925925925925926,0.9506172839506173,13.8,0.581,-1.4,0.003,641.0,17.7,272.0,369.0,25,1.6,48.0,1.2,121.0,3.7,0.512,0.512,0.722
John Starks,1991,SG,61,1173.0,7.639344262295082,3.3442622950819674,2.1475409836065573,0.2786885245901639,0.9672131147540983,1.2131147540983607,14.3,0.511,0.1,0.227,131.0,6.4,30.0,101.0,204,25.7,59.0,2.5,17.0,0.9,0.439,0.472,0.752
Everette Stephens,1991,PG,3,6.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,44.3,0.773,0.1,0.0,0.0,0.0,0.0,0.0,2,65.7,0.0,0.0,0.0,0.0,0.667,0.667,1.0
John Stockton*,1991,PG,82,3103.0,17.23170731707317,14.195121951219512,2.8902439024390243,0.1951219512195122,2.8536585365853657,3.6341463414634148,23.4,0.604,4.4,0.172,237.0,4.5,46.0,191.0,1164,57.5,234.0,3.8,16.0,0.3,0.507,0.537,0.836
Rod Strickland,1991,PG,58,2076.0,13.793103448275861,7.982758620689655,3.7758620689655173,0.1896551724137931,2.0172413793103448,2.689655172413793,16.2,0.538,1.8,0.051,219.0,5.8,57.0,162.0,463,31.5,117.0,2.7,11.0,0.3,0.482,0.491,0.763
Jon Sundvold,1991,SG,24,225.0,4.666666666666667,1.0,0.375,0.0,0.2916666666666667,0.6666666666666666,11.6,0.501,-6.1,0.327,9.0,2.2,3.0,6.0,24,16.7,7.0,1.5,0.0,0.0,0.402,0.472,1.0
Roy Tarpley,1991,C,5,171.0,20.4,2.4,11.0,1.8,1.2,2.6,23.6,0.587,2.4,0.013,55.0,18.3,16.0,39.0,12,12.4,6.0,1.8,9.0,3.3,0.544,0.544,0.889
Terry Teagle,1991,SG,82,1498.0,9.939024390243903,1.0,2.207317073170732,0.0975609756097561,0.3780487804878049,1.0121951219512195,12.8,0.488,-4.6,0.012,181.0,7.0,82.0,99.0,82,8.8,31.0,1.1,8.0,0.3,0.443,0.443,0.819
Reggie Theus,1991,SG,81,2955.0,18.641975308641975,4.666666666666667,2.8271604938271606,0.43209876543209874,1.0493827160493827,3.111111111111111,14.2,0.54,-1.1,0.115,229.0,4.1,69.0,160.0,378,20.1,85.0,1.4,35.0,0.7,0.468,0.488,0.851
Irving Thomas,1991,PF,26,108.0,1.7692307692307692,0.38461538461538464,1.1923076923076923,0.038461538461538464,0.15384615384615385,0.5,7.3,0.388,-6.3,0.0,31.0,16.7,14.0,17.0,10,13.5,4.0,1.9,1.0,0.5,0.34,0.34,0.571
Isiah Thomas*,1991,PG,48,1657.0,16.166666666666668,9.291666666666666,3.3333333333333335,0.20833333333333334,1.5625,3.8541666666666665,17.4,0.507,1.8,0.098,160.0,5.5,35.0,125.0,446,42.6,75.0,2.4,10.0,0.4,0.435,0.449,0.782
Jim Thomas,1991,SG,3,14.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.7,0.25,-13.9,0.0,0.0,0.0,0.0,0.0,1,9.5,1.0,3.7,0.0,0.0,0.25,0.25,
Billy Thompson,1991,SF,73,1481.0,6.835616438356165,1.5205479452054795,4.273972602739726,0.6575342465753424,0.4383561643835616,1.6027397260273972,11.3,0.536,-1.6,0.01,312.0,11.8,120.0,192.0,111,10.9,32.0,1.0,48.0,2.0,0.499,0.499,0.718
LaSalle Thompson,1991,C,82,1946.0,7.621951219512195,1.7926829268292683,6.865853658536586,0.7682926829268293,0.7682926829268293,2.048780487804878,11.2,0.512,-1.6,0.009,563.0,16.6,154.0,409.0,147,10.4,63.0,1.6,63.0,1.9,0.488,0.489,0.692
Mychal Thompson,1991,C,72,1077.0,4.0,0.2916666666666667,3.1666666666666665,0.3194444444444444,0.3194444444444444,0.6527777777777778,9.6,0.54,-2.6,0.009,228.0,12.3,74.0,154.0,21,2.6,23.0,1.1,23.0,1.3,0.496,0.496,0.705
Bob Thornton,1991,PF,12,110.0,1.3333333333333333,0.08333333333333333,1.25,0.25,0.0,0.75,-0.5,0.46,-11.3,0.0,15.0,7.9,1.0,14.0,1,1.2,0.0,0.0,3.0,1.7,0.308,0.308,0.8
Otis Thorpe,1991,PF,82,3039.0,17.5,2.402439024390244,10.317073170731707,0.24390243902439024,0.8902439024390244,2.6463414634146343,17.2,0.598,2.6,0.007,846.0,14.8,287.0,559.0,197,9.6,73.0,1.2,20.0,0.4,0.556,0.557,0.696
Sedale Threatt,1991,PG,80,2066.0,12.6625,3.4125,1.2375,0.1,1.4125,1.725,15.5,0.556,-0.9,0.042,99.0,2.9,25.0,74.0,273,19.7,113.0,2.7,8.0,0.3,0.519,0.525,0.792
Wayman Tisdale,1991,PF,33,1116.0,20.0,2.0,7.666666666666667,0.8484848484848485,0.696969696969697,2.484848484848485,17.6,0.535,-1.6,0.002,253.0,12.9,75.0,178.0,66,10.8,23.0,1.0,28.0,1.6,0.483,0.483,0.8
Tom Tolbert,1991,PF,62,1371.0,8.064516129032258,1.2258064516129032,4.435483870967742,0.6129032258064516,0.5645161290322581,1.2903225806451613,10.1,0.491,-3.0,0.048,275.0,11.0,87.0,188.0,76,7.2,35.0,1.2,38.0,1.6,0.423,0.431,0.738
Andy Toolson,1991,SF,47,470.0,2.9148936170212765,0.6595744680851063,1.425531914893617,0.0425531914893617,0.2978723404255319,0.5106382978723404,8.4,0.495,-1.8,0.258,67.0,8.4,32.0,35.0,31,9.3,14.0,1.5,2.0,0.3,0.403,0.452,0.758
Kelly Tripucka,1991,SF,77,1289.0,7.025974025974026,2.064935064935065,2.2857142857142856,0.16883116883116883,0.42857142857142855,1.1948051948051948,13.5,0.557,-1.6,0.109,176.0,7.8,46.0,130.0,159,18.0,33.0,1.3,13.0,0.6,0.454,0.472,0.91
Trent Tucker,1991,SG,65,1194.0,7.123076923076923,1.7076923076923076,1.6153846153846154,0.13846153846153847,0.676923076923077,0.7076923076923077,11.7,0.519,-0.8,0.353,105.0,5.1,33.0,72.0,111,13.9,44.0,1.9,9.0,0.5,0.44,0.514,0.63
Andre Turner,1991,PG,70,1407.0,5.885714285714286,4.442857142857143,2.1714285714285713,0.0,0.9,1.3571428571428572,12.8,0.489,-2.5,0.086,152.0,6.1,36.0,116.0,311,31.6,63.0,2.2,0.0,0.0,0.439,0.454,0.736
Jeff Turner,1991,PF,71,1683.0,8.577464788732394,1.3661971830985915,5.112676056338028,0.14084507042253522,0.4084507042253521,1.7746478873239437,9.7,0.524,-2.7,0.028,363.0,11.8,108.0,255.0,97,8.5,29.0,0.8,10.0,0.4,0.487,0.492,0.759
Kelvin Upshaw,1991,SG,48,514.0,5.625,1.7916666666666667,1.1458333333333333,0.10416666666666667,0.5833333333333334,0.8125,17.2,0.521,-0.6,0.126,55.0,6.1,20.0,35.0,86,27.1,28.0,2.8,5.0,0.6,0.45,0.465,0.859
Darnell Valentine,1991,PG,65,1841.0,9.36923076923077,5.4,2.646153846153846,0.18461538461538463,1.5076923076923077,1.9384615384615385,13.5,0.533,-1.1,0.05,172.0,5.4,37.0,135.0,351,27.4,98.0,2.7,12.0,0.4,0.464,0.47,0.831
Kiki Vandeweghe,1991,SF,75,2420.0,16.346666666666668,1.4666666666666666,2.4,0.13333333333333333,0.56,1.44,14.4,0.582,-0.9,0.152,180.0,4.3,78.0,102.0,110,7.1,42.0,0.9,10.0,0.2,0.494,0.522,0.899
Loy Vaught,1991,PF,73,1178.0,5.465753424657534,0.547945205479452,4.780821917808219,0.3150684931506849,0.273972602739726,0.6712328767123288,12.1,0.51,-3.1,0.006,349.0,16.0,124.0,225.0,40,4.8,20.0,0.8,23.0,1.2,0.487,0.487,0.662
Sam Vincent,1991,PG,49,975.0,8.285714285714286,4.020408163265306,2.183673469387755,0.10204081632653061,0.6122448979591837,1.8571428571428572,13.1,0.5,-3.1,0.054,107.0,6.0,17.0,90.0,197,29.8,30.0,1.5,5.0,0.3,0.431,0.435,0.825
Stojko Vrankovic,1991,C,31,166.0,1.8709677419354838,0.12903225806451613,1.6451612903225807,0.9354838709677419,0.03225806451612903,0.7741935483870968,8.8,0.484,-5.9,0.0,51.0,16.9,15.0,36.0,4,3.1,1.0,0.3,29.0,10.0,0.462,0.462,0.556
Milt Wagner,1991,SG,13,116.0,4.846153846153846,1.1538461538461537,0.5384615384615384,0.23076923076923078,0.15384615384615385,0.9230769230769231,11.2,0.509,-6.5,0.298,7.0,3.4,0.0,7.0,15,20.8,2.0,0.8,3.0,1.6,0.421,0.474,0.818
Darrell Walker,1991,PG,71,2305.0,7.788732394366197,6.464788732394366,7.014084507042254,0.4647887323943662,1.0985915492957747,2.1690140845070425,12.4,0.459,0.2,0.017,498.0,11.8,140.0,358.0,459,26.4,78.0,1.7,33.0,0.8,0.43,0.43,0.604
Kenny Walker,1991,SF,54,771.0,4.2592592592592595,0.24074074074074073,2.9074074074074074,0.5555555555555556,0.3333333333333333,0.5555555555555556,10.3,0.506,-3.5,0.005,157.0,11.7,63.0,94.0,13,2.3,18.0,1.2,30.0,2.3,0.435,0.435,0.78
Spud Webb,1991,PG,75,2197.0,13.373333333333333,5.56,2.32,0.08,1.5733333333333333,1.9466666666666668,16.6,0.545,0.7,0.209,174.0,4.3,41.0,133.0,417,27.7,118.0,2.6,6.0,0.2,0.447,0.481,0.868
Bill Wennington,1991,C,77,1455.0,5.675324675324675,0.8961038961038961,4.415584415584416,0.7662337662337663,0.5974025974025974,0.6623376623376623,11.0,0.479,-2.5,0.012,340.0,13.2,101.0,239.0,69,7.2,46.0,1.6,59.0,2.6,0.436,0.437,0.787
Doug West,1991,SG,75,824.0,3.92,0.64,1.8133333333333332,0.30666666666666664,0.4666666666666667,0.5466666666666666,12.6,0.52,-2.5,0.004,136.0,9.6,56.0,80.0,48,8.6,35.0,2.2,23.0,1.8,0.48,0.48,0.69
Mark West,1991,C,82,1957.0,7.670731707317073,0.45121951219512196,6.878048780487805,1.9634146341463414,0.3902439024390244,1.048780487804878,14.6,0.665,1.9,0.0,564.0,15.7,171.0,393.0,37,2.4,32.0,0.8,161.0,4.7,0.647,0.647,0.655
Randy White,1991,PF,79,1901.0,8.79746835443038,0.7974683544303798,6.379746835443038,0.5569620253164557,1.0253164556962024,1.6582278481012658,10.8,0.455,-4.1,0.056,504.0,15.1,173.0,331.0,63,4.9,81.0,2.2,44.0,1.4,0.398,0.403,0.707
Morlon Wiley,1991,PG,34,350.0,3.323529411764706,2.1470588235294117,0.5,0.0,0.7058823529411765,1.0,10.5,0.475,-5.5,0.111,17.0,2.6,4.0,13.0,73,29.6,24.0,3.3,0.0,0.0,0.417,0.444,0.68
Dominique Wilkins*,1991,SF,81,3078.0,25.938271604938272,3.271604938271605,9.037037037037036,0.8024691358024691,1.5185185185185186,2.4814814814814814,23.5,0.555,4.7,0.152,732.0,13.0,261.0,471.0,265,14.4,123.0,1.9,65.0,1.3,0.47,0.495,0.829
Eddie Lee,1991,C,68,668.0,4.102941176470588,0.22058823529411764,2.6470588235294117,0.10294117647058823,0.25,0.7352941176470589,10.5,0.474,-7.4,0.004,180.0,15.5,69.0,111.0,15,3.4,17.0,1.3,7.0,0.6,0.447,0.447,0.567
Gerald Wilkins,1991,SG,68,2164.0,13.794117647058824,4.044117647058823,3.0441176470588234,0.3382352941176471,1.2058823529411764,2.3676470588235294,13.3,0.524,-0.6,0.053,207.0,5.5,78.0,129.0,275,19.5,82.0,1.9,23.0,0.6,0.473,0.478,0.82
Buck Williams,1991,PF,80,2582.0,11.6625,1.2125,9.3875,0.5875,0.5875,1.7125,14.3,0.639,1.7,0.0,751.0,16.1,227.0,524.0,97,4.9,47.0,0.9,47.0,1.1,0.602,0.602,0.705
Herb Williams,1991,C,60,1832.0,12.45,1.5833333333333333,5.95,1.4666666666666666,0.5,1.8833333333333333,13.1,0.524,-2.0,0.006,357.0,11.1,86.0,271.0,95,8.1,30.0,0.8,88.0,3.0,0.507,0.507,0.638
Hot Rod,1991,C,43,1293.0,11.744186046511627,2.3255813953488373,6.744186046511628,1.6046511627906976,0.8372093023255814,1.4651162790697674,14.9,0.503,0.8,0.002,290.0,13.0,111.0,179.0,100,11.6,36.0,1.4,69.0,3.2,0.463,0.463,0.652
Jayson Williams,1991,PF,52,508.0,3.5,0.3076923076923077,2.1346153846153846,0.11538461538461539,0.17307692307692307,0.7692307692307693,8.0,0.49,-6.9,0.012,111.0,12.3,41.0,70.0,16,4.7,9.0,0.9,6.0,0.7,0.447,0.45,0.661
John Williams,1991,SF,33,941.0,12.454545454545455,4.03030303030303,5.363636363636363,0.18181818181818182,1.1818181818181819,2.0606060606060606,14.1,0.472,-0.9,0.104,177.0,10.3,42.0,135.0,133,20.8,39.0,2.0,6.0,0.4,0.417,0.43,0.753
Kenny Williams,1991,PF,75,527.0,2.933333333333333,0.41333333333333333,1.7466666666666666,0.41333333333333333,0.14666666666666667,0.5466666666666666,13.9,0.547,-2.3,0.017,131.0,14.3,56.0,75.0,31,8.5,11.0,1.0,31.0,3.5,0.52,0.52,0.68
Micheal Williams,1991,PG,73,1706.0,11.136986301369863,4.767123287671233,2.410958904109589,0.2328767123287671,2.0547945205479454,2.0547945205479454,19.5,0.608,2.5,0.013,176.0,5.9,49.0,127.0,348,28.4,150.0,4.2,17.0,0.6,0.499,0.5,0.879
Reggie Williams,1991,SF,73,1896.0,13.575342465753424,1.821917808219178,4.191780821917808,0.5616438356164384,1.547945205479452,1.5342465753424657,14.8,0.526,0.2,0.184,306.0,7.9,133.0,173.0,133,9.4,113.0,2.6,41.0,1.2,0.449,0.482,0.843
Reggie Williams,1991,SF,22,354.0,7.7727272727272725,2.090909090909091,2.6818181818181817,0.5,0.9090909090909091,1.6363636363636365,15.5,0.589,2.3,0.205,59.0,9.2,17.0,42.0,46,18.9,20.0,2.8,11.0,1.9,0.48,0.535,0.854
Reggie Williams,1991,SF,51,1542.0,16.07843137254902,1.7058823529411764,4.8431372549019605,0.5882352941176471,1.8235294117647058,1.4901960784313726,14.6,0.515,-0.2,0.18,247.0,7.6,116.0,131.0,87,7.2,93.0,2.5,30.0,1.0,0.444,0.473,0.84
Scott Williams,1991,PF,51,337.0,2.4901960784313726,0.3137254901960784,1.9215686274509804,0.2549019607843137,0.23529411764705882,0.45098039215686275,14.7,0.546,-1.0,0.019,98.0,17.1,42.0,56.0,16,6.2,12.0,1.8,13.0,2.4,0.51,0.514,0.714
Kevin Willis,1991,PF,80,2373.0,13.1375,1.2375,8.8,0.5,0.75,1.9125,15.3,0.533,-1.1,0.011,704.0,16.2,259.0,445.0,99,6.3,60.0,1.2,40.0,1.0,0.504,0.506,0.668
Trevor Wilson,1991,PF,25,162.0,2.2,0.44,1.6,0.04,0.2,0.68,4.9,0.338,-10.2,0.029,40.0,13.5,16.0,24.0,11,9.5,5.0,1.5,1.0,0.4,0.3,0.3,0.5
Kennard Winchester,1991,SF,64,607.0,3.734375,0.390625,1.046875,0.203125,0.25,0.46875,8.8,0.451,-5.4,0.082,67.0,5.9,34.0,33.0,25,5.9,16.0,1.3,13.0,1.3,0.4,0.416,0.778
David Wingate,1991,SG,25,563.0,5.44,1.84,3.0,0.2,0.76,1.68,5.6,0.436,-3.4,0.065,75.0,7.4,24.0,51.0,46,10.7,19.0,1.6,5.0,0.5,0.384,0.388,0.707
Randy Wittman,1991,SF,41,355.0,1.8048780487804879,0.6097560975609756,0.8048780487804879,0.0975609756097561,0.24390243902439024,0.24390243902439024,7.4,0.453,-5.1,0.063,33.0,5.3,6.0,27.0,25,9.1,10.0,1.4,4.0,0.7,0.443,0.443,0.667
Joe Wolf,1991,C,74,1593.0,7.283783783783784,1.445945945945946,5.405405405405405,0.4189189189189189,0.8108108108108109,1.2837837837837838,10.1,0.485,-3.1,0.029,400.0,11.9,136.0,264.0,107,8.0,60.0,1.6,31.0,1.0,0.451,0.453,0.831
David Wood,1991,SF,82,1421.0,5.2682926829268295,1.146341463414634,3.0,0.1951219512195122,0.7073170731707317,1.0853658536585367,9.6,0.53,-0.1,0.258,246.0,9.2,107.0,139.0,94,8.8,58.0,2.0,16.0,0.7,0.424,0.464,0.812
Leon Wood,1991,SG,12,222.0,6.75,4.083333333333333,1.5833333333333333,0.0,0.4166666666666667,1.0,15.4,0.561,-2.4,0.603,19.0,4.9,5.0,14.0,49,32.9,5.0,1.1,0.0,0.0,0.397,0.492,0.905
Mike Woodson,1991,SG,15,171.0,4.266666666666667,1.0,0.8666666666666667,0.3333333333333333,0.3333333333333333,0.8,5.9,0.387,-8.8,0.091,13.0,4.1,3.0,10.0,15,12.6,5.0,1.4,5.0,1.7,0.338,0.344,0.846
Mike Woodson,1991,SG,11,125.0,4.818181818181818,0.9090909090909091,1.0,0.36363636363636365,0.45454545454545453,0.6363636363636364,10.5,0.447,-5.0,0.111,11.0,4.7,2.0,9.0,10,11.6,5.0,1.9,4.0,1.9,0.389,0.398,0.833
Mike Woodson,1991,SG,4,46.0,2.75,1.25,0.5,0.25,0.0,1.25,-6.8,0.235,-19.2,0.043,2.0,2.5,1.0,1.0,5,15.2,0.0,0.0,1.0,1.3,0.217,0.217,1.0
Orlando Woolridge,1991,SF,53,1823.0,25.09433962264151,2.2452830188679247,6.811320754716981,0.4339622641509434,1.3018867924528301,2.8679245283018866,19.5,0.565,-0.5,0.004,361.0,9.3,141.0,220.0,119,9.1,69.0,1.6,23.0,0.7,0.498,0.498,0.797
Haywoode Workman,1991,PG,73,2034.0,7.958904109589041,4.835616438356165,3.315068493150685,0.0958904109589041,1.1917808219178083,1.8493150684931507,11.5,0.507,-1.8,0.097,242.0,6.5,51.0,191.0,353,23.5,87.0,2.1,7.0,0.2,0.454,0.466,0.759
James Worthy*,1991,SF,78,3008.0,21.41025641025641,3.5256410256410255,4.564102564102564,0.44871794871794873,1.3333333333333333,1.6282051282051282,18.1,0.531,2.3,0.062,356.0,6.9,107.0,249.0,275,15.1,104.0,1.8,35.0,0.7,0.492,0.501,0.797
Howard Wright,1991,PF,15,164.0,3.6,0.2,3.0,0.3333333333333333,0.26666666666666666,0.7333333333333333,8.7,0.469,-7.1,0.021,45.0,15.0,12.0,33.0,3,2.5,4.0,1.2,5.0,1.8,0.404,0.404,0.667
Howard Wright,1991,PF,4,20.0,1.25,0.0,1.5,0.0,0.0,0.5,6.3,0.727,-12.5,0.0,6.0,16.4,1.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.667,0.667,1.0
Howard Wright,1991,PF,8,136.0,5.375,0.375,4.625,0.625,0.375,1.125,7.5,0.428,-7.1,0.0,37.0,14.8,10.0,27.0,3,3.0,3.0,1.1,5.0,2.2,0.366,0.366,0.619
Howard Wright,1991,PF,3,8.0,2.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,34.8,0.773,6.3,0.333,2.0,14.3,1.0,1.0,0,0.0,1.0,6.4,0.0,0.0,0.667,0.667,1.0
A.J. Wynder,1991,PG,6,39.0,2.0,1.3333333333333333,0.5,0.0,0.16666666666666666,0.6666666666666666,7.6,0.387,-9.4,0.083,3.0,4.2,1.0,2.0,8,24.0,1.0,1.3,0.0,0.0,0.25,0.25,0.75
Danny Young,1991,PG,75,897.0,3.7733333333333334,1.88,1.0,0.09333333333333334,0.6666666666666666,0.6666666666666666,11.7,0.487,-0.9,0.384,75.0,4.6,22.0,53.0,141,20.1,50.0,2.7,7.0,0.5,0.38,0.446,0.911
Alaa Abdelnaby,1992,PF,71,934.0,6.084507042253521,0.4225352112676056,3.6619718309859155,0.22535211267605634,0.352112676056338,0.9295774647887324,13.5,0.533,-3.9,0.0,260.0,15.2,81.0,179.0,30,4.7,25.0,1.3,16.0,1.1,0.493,0.493,0.752
Mahmoud Abdul-Rauf,1992,PG,81,1538.0,10.333333333333334,2.3703703703703702,1.4074074074074074,0.04938271604938271,0.5432098765432098,1.4444444444444444,12.6,0.469,-5.2,0.111,114.0,4.0,22.0,92.0,192,21.0,44.0,1.4,4.0,0.2,0.421,0.44,0.87
Mark Acres,1992,C,68,926.0,3.0588235294117645,0.3235294117647059,3.7058823529411766,0.22058823529411764,0.36764705882352944,0.4852941176470588,10.1,0.576,-2.2,0.02,252.0,15.2,97.0,155.0,22,3.2,25.0,1.3,15.0,1.0,0.517,0.52,0.761
Michael Adams,1992,PG,78,2795.0,18.05128205128205,7.615384615384615,3.9743589743589745,0.11538461538461539,1.858974358974359,2.717948717948718,17.1,0.506,1.7,0.313,310.0,6.1,58.0,252.0,594,31.5,145.0,2.5,9.0,0.2,0.393,0.444,0.869
Rafael Addison,1992,SF,76,1175.0,5.842105263157895,0.8947368421052632,2.1710526315789473,0.3684210526315789,0.3684210526315789,0.6052631578947368,10.9,0.477,-3.8,0.113,165.0,7.4,65.0,100.0,68,8.1,28.0,1.2,28.0,1.4,0.433,0.449,0.737
Mark Aguirre,1992,SF,75,1582.0,11.346666666666666,1.68,3.1466666666666665,0.14666666666666667,0.68,1.4,13.7,0.479,-2.6,0.09,236.0,8.4,67.0,169.0,126,13.4,51.0,1.7,11.0,0.4,0.431,0.44,0.687
Danny Ainge,1992,SG,81,1595.0,9.679012345679013,2.493827160493827,1.8271604938271604,0.16049382716049382,0.9012345679012346,0.8641975308641975,15.4,0.534,1.0,0.34,148.0,5.1,40.0,108.0,202,18.4,73.0,2.2,13.0,0.5,0.442,0.5,0.824
Victor Alexander,1992,C,80,1350.0,7.3625,0.4,4.2,0.775,0.5625,1.1375,13.9,0.561,-2.9,0.002,336.0,13.6,106.0,230.0,32,3.1,45.0,1.5,62.0,2.7,0.529,0.529,0.691
Greg Anderson,1992,PF,82,2793.0,11.524390243902438,0.9512195121951219,11.475609756097562,0.7926829268292683,1.0731707317073171,2.451219512195122,12.6,0.486,-2.6,0.005,941.0,18.2,337.0,604.0,78,4.1,88.0,1.5,65.0,1.4,0.456,0.456,0.623
Kenny Anderson,1992,PG,64,1086.0,7.03125,3.171875,1.984375,0.140625,1.046875,1.515625,12.8,0.43,-3.6,0.027,127.0,6.2,38.0,89.0,203,26.5,67.0,3.0,9.0,0.5,0.39,0.393,0.745
Nick Anderson,1992,SG,60,2203.0,19.933333333333334,2.716666666666667,6.4,0.55,1.6166666666666667,2.1,16.4,0.509,0.7,0.082,384.0,9.7,98.0,286.0,163,12.4,97.0,2.2,33.0,0.9,0.463,0.477,0.667
Ron Anderson,1992,SF,82,2432.0,13.695121951219512,1.646341463414634,3.3902439024390243,0.13414634146341464,1.048780487804878,1.329268292682927,14.1,0.52,-1.7,0.126,278.0,6.5,96.0,182.0,135,9.0,86.0,1.8,11.0,0.3,0.465,0.486,0.877
Willie Anderson,1992,SG,57,1889.0,13.052631578947368,5.298245614035087,5.2631578947368425,0.8947368421052632,0.9473684210526315,2.456140350877193,13.8,0.499,0.7,0.082,300.0,8.7,62.0,238.0,302,23.2,54.0,1.4,51.0,1.7,0.455,0.465,0.775
Michael Ansley,1992,SF,10,45.0,2.1,0.2,0.6,0.0,0.0,0.3,9.0,0.509,-10.3,0.0,6.0,7.5,2.0,4.0,2,6.8,0.0,0.0,0.0,0.0,0.444,0.444,0.833
Michael Ansley,1992,SF,8,32.0,1.875,0.25,0.5,0.0,0.0,0.375,9.5,0.55,-7.9,0.0,4.0,7.2,2.0,2.0,2,9.6,0.0,0.0,0.0,0.0,0.455,0.455,0.833
Michael Ansley,1992,SF,2,13.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,0.429,-16.2,0.0,2.0,8.3,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.429,0.429,
Greg Anthony,1992,PG,82,1510.0,5.451219512195122,3.8292682926829267,1.6585365853658536,0.10975609756097561,0.7195121951219512,1.1951219512195121,10.6,0.443,-2.8,0.126,136.0,5.2,33.0,103.0,314,28.6,59.0,2.0,9.0,0.4,0.37,0.379,0.741
B.J. Armstrong,1992,PG,82,1875.0,9.865853658536585,3.2439024390243905,1.7682926829268293,0.06097560975609756,0.5609756097560976,1.146341463414634,14.1,0.537,-2.0,0.125,145.0,4.5,19.0,126.0,266,19.2,46.0,1.2,5.0,0.2,0.481,0.506,0.806
Vincent Askew,1992,SG,80,1496.0,6.225,2.35,2.9125,0.2875,0.5875,1.05,12.7,0.554,-0.2,0.026,233.0,8.5,89.0,144.0,188,15.4,47.0,1.5,23.0,0.9,0.509,0.511,0.694
Keith Askins,1992,SF,59,843.0,3.711864406779661,0.6440677966101694,2.406779661016949,0.2542372881355932,0.6779661016949152,0.7966101694915254,8.7,0.495,-1.5,0.356,142.0,9.4,65.0,77.0,38,6.2,40.0,2.3,15.0,1.1,0.41,0.471,0.703
Stacey Augmon,1992,SG,82,2505.0,13.341463414634147,2.451219512195122,5.121951219512195,0.32926829268292684,1.5121951219512195,2.207317073170732,14.4,0.526,0.3,0.007,420.0,8.9,191.0,229.0,201,11.4,124.0,2.4,27.0,0.6,0.489,0.49,0.666
Isaac Austin,1992,C,31,112.0,1.967741935483871,0.16129032258064516,1.1290322580645162,0.06451612903225806,0.06451612903225806,0.25806451612903225,15.0,0.515,-5.2,0.0,35.0,17.6,11.0,24.0,5,6.7,2.0,0.9,2.0,1.1,0.457,0.457,0.633
Milos Babic,1992,C,9,35.0,2.0,0.6666666666666666,1.2222222222222223,0.0,0.1111111111111111,0.5555555555555556,18.3,0.545,-3.0,0.0,11.0,17.6,2.0,9.0,6,26.4,1.0,1.4,0.0,0.0,0.462,0.462,0.75
John Bagley,1992,PG,73,1742.0,7.178082191780822,6.575342465753424,2.2054794520547945,0.0547945205479452,0.7808219178082192,2.0273972602739727,12.7,0.478,-3.0,0.083,161.0,5.1,38.0,123.0,480,35.9,57.0,1.6,4.0,0.1,0.441,0.451,0.716
Thurl Bailey,1992,PF,84,2104.0,11.321428571428571,0.9285714285714286,5.773809523809524,1.3928571428571428,0.4166666666666667,1.2857142857142858,14.5,0.498,-3.8,0.002,485.0,12.8,122.0,363.0,78,5.5,35.0,0.8,117.0,3.3,0.44,0.44,0.796
Thurl Bailey,1992,PF,13,327.0,9.384615384615385,1.4615384615384615,6.0,1.1538461538461537,0.38461538461538464,1.6153846153846154,12.0,0.487,-2.0,0.01,78.0,13.5,23.0,55.0,19,8.0,5.0,0.8,15.0,2.8,0.386,0.386,0.8
Thurl Bailey,1992,PF,71,1777.0,11.67605633802817,0.8309859154929577,5.732394366197183,1.4366197183098592,0.4225352112676056,1.2253521126760563,14.9,0.5,-4.2,0.001,407.0,12.6,99.0,308.0,59,5.0,30.0,0.9,102.0,3.4,0.448,0.448,0.795
Steve Bardo,1992,SG,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.3,,6.1,,1.0,54.6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,
