Player,Year,Pos,G,MP,PPG,APG,RPG,BPG,SPG,TPG,PER,TS%,BPM,3PAr,TRB,TRB%,ORB,DRB,AST,AST%,STL,STL%,BLK,BLK%,FG%,eFG%,FT%
Bobby Simmons,2006,SF,75,2538.0,13.36,2.2933333333333334,4.44,0.28,1.1466666666666667,1.64,13.8,0.559,1.4,0.309,333.0,7.8,91.0,242.0,172,11.2,86.0,1.8,21.0,0.7,0.453,0.518,0.825
James Singleton,2006,SF,59,753.0,3.440677966101695,0.4915254237288136,3.3389830508474576,0.3559322033898305,0.3220338983050847,0.4745762711864407,13.6,0.587,0.2,0.132,197.0,15.2,63.0,134.0,29,5.9,19.0,1.3,21.0,2.1,0.51,0.543,0.78
Brian Skinner,2006,PF-C,65,944.0,2.9384615384615387,0.46153846153846156,3.5076923076923077,0.6615384615384615,0.38461538461538464,0.6923076923076923,10.5,0.517,-2.1,0.0,228.0,14.3,76.0,152.0,30,5.0,25.0,1.4,43.0,3.4,0.513,0.513,0.482
Brian Skinner,2006,PF,38,429.0,2.3157894736842106,0.4473684210526316,2.6578947368421053,0.5263157894736842,0.2894736842105263,0.47368421052631576,10.8,0.544,-1.6,0.0,101.0,13.8,30.0,71.0,17,6.0,11.0,1.3,20.0,3.4,0.551,0.551,0.444
Brian Skinner,2006,C,27,515.0,3.814814814814815,0.48148148148148145,4.703703703703703,0.8518518518518519,0.5185185185185185,1.0,10.3,0.496,-2.6,0.0,127.0,14.8,46.0,81.0,13,4.1,14.0,1.5,23.0,3.4,0.484,0.484,0.517
Charles Smith,2006,SG,22,210.0,3.6363636363636362,0.4090909090909091,0.7272727272727273,0.2727272727272727,0.22727272727272727,0.18181818181818182,12.0,0.53,-2.6,0.528,16.0,4.6,3.0,13.0,9,7.6,5.0,1.3,6.0,2.2,0.417,0.521,0.625
Charles Smith,2006,SG,21,208.0,3.8095238095238093,0.42857142857142855,0.7619047619047619,0.2857142857142857,0.23809523809523808,0.19047619047619047,12.4,0.537,-2.4,0.521,16.0,4.6,3.0,13.0,9,7.7,5.0,1.3,6.0,2.2,0.423,0.528,0.625
Charles Smith,2006,SG,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.1,0.0,-22.6,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Donta Smith,2006,SG,23,127.0,1.6521739130434783,0.391304347826087,0.6086956521739131,0.0,0.34782608695652173,0.17391304347826086,12.7,0.589,-1.9,0.148,14.0,6.6,3.0,11.0,9,11.4,8.0,3.3,0.0,0.0,0.556,0.593,0.5
J.R. Smith,2006,SG,55,989.0,7.6909090909090905,1.0545454545454545,2.0,0.07272727272727272,0.6727272727272727,0.9818181818181818,12.7,0.515,-2.1,0.383,110.0,6.6,19.0,91.0,58,10.3,37.0,2.0,4.0,0.3,0.393,0.464,0.822
Joe Smith,2006,PF,44,887.0,8.613636363636363,0.7045454545454546,5.2272727272727275,0.29545454545454547,0.5454545454545454,0.9090909090909091,16.1,0.533,-2.1,0.007,230.0,15.4,83.0,147.0,31,6.0,24.0,1.4,13.0,1.2,0.475,0.475,0.774
Josh Smith,2006,SF,80,2559.0,11.275,2.3875,6.6375,2.6,0.8,2.025,15.5,0.5,1.0,0.142,531.0,12.5,176.0,355.0,191,12.2,64.0,1.3,208.0,6.2,0.425,0.447,0.719
Eric Snow,2006,PG,82,2351.0,4.7682926829268295,4.219512195121951,2.4146341463414633,0.23170731707317074,0.926829268292683,1.4146341463414633,8.1,0.444,-2.6,0.025,198.0,5.0,38.0,160.0,346,22.2,76.0,1.7,19.0,0.6,0.409,0.41,0.688
Kirk Snyder,2006,SG,68,1310.0,7.970588235294118,1.5,2.3676470588235294,0.3382352941176471,0.4264705882352941,1.0294117647058822,14.6,0.537,-0.5,0.285,161.0,7.3,55.0,106.0,102,13.9,29.0,1.2,23.0,1.4,0.453,0.503,0.735
Darius Songaila,2006,PF,62,1329.0,9.161290322580646,1.4193548387096775,3.967741935483871,0.25806451612903225,0.5645161290322581,1.3709677419354838,13.6,0.524,-1.1,0.01,246.0,10.6,76.0,170.0,88,11.5,35.0,1.4,16.0,0.9,0.481,0.483,0.817
Pape Sow,2006,C,42,590.0,3.5,0.19047619047619047,3.4761904761904763,0.4523809523809524,0.5,0.7142857142857143,9.5,0.496,-4.3,0.0,146.0,15.1,54.0,92.0,8,2.0,21.0,1.9,19.0,2.5,0.431,0.431,0.719
Jerry Stackhouse,2006,SG,55,1525.0,13.0,2.909090909090909,2.7818181818181817,0.18181818181818182,0.6727272727272727,2.2,14.5,0.511,-1.8,0.216,153.0,6.0,32.0,121.0,160,18.0,37.0,1.3,10.0,0.5,0.401,0.431,0.882
DeShawn Stevenson,2006,SG,82,2648.0,10.975609756097562,1.951219512195122,2.9390243902439024,0.2073170731707317,0.7073170731707317,1.5,10.9,0.507,-2.6,0.019,241.0,5.6,59.0,182.0,160,10.1,58.0,1.2,17.0,0.5,0.46,0.461,0.744
Peja Stojakovic,2006,SF,71,2601.0,18.169014084507044,1.9154929577464788,5.845070422535211,0.14084507042253522,0.6338028169014085,1.4507042253521127,16.7,0.57,1.2,0.397,415.0,9.3,79.0,336.0,136,9.4,45.0,0.9,10.0,0.3,0.437,0.517,0.915
Peja Stojakovic,2006,SF,31,1147.0,16.483870967741936,2.193548387096774,5.32258064516129,0.06451612903225806,0.6129032258064516,1.6451612903225807,13.6,0.543,-0.7,0.422,165.0,8.4,34.0,131.0,68,10.0,19.0,0.9,2.0,0.1,0.403,0.487,0.933
Peja Stojakovic,2006,SF,40,1454.0,19.475,1.7,6.25,0.2,0.65,1.3,19.1,0.588,2.6,0.379,250.0,9.9,45.0,205.0,68,9.0,26.0,1.0,8.0,0.4,0.461,0.538,0.903
Awvee Storey,2006,SF,25,116.0,1.72,0.16,0.88,0.04,0.12,0.2,9.2,0.456,-6.3,0.171,22.0,11.0,8.0,14.0,4,5.6,3.0,1.3,1.0,0.7,0.39,0.427,0.571
Damon Stoudamire,2006,PG,27,862.0,11.74074074074074,4.7407407407407405,3.5185185185185186,0.037037037037037035,0.7037037037037037,2.037037037037037,13.7,0.504,-0.6,0.362,95.0,6.7,23.0,72.0,128,26.6,19.0,1.2,1.0,0.1,0.397,0.46,0.855
Salim Stoudamire,2006,SG,61,1236.0,9.655737704918034,1.2295081967213115,1.901639344262295,0.04918032786885246,0.4426229508196721,1.3442622950819672,12.5,0.545,-4.5,0.439,116.0,5.6,12.0,104.0,75,10.5,27.0,1.2,3.0,0.2,0.415,0.498,0.9
Amar'e Stoudemire,2006,C,3,50.0,8.666666666666666,0.6666666666666666,5.333333333333333,1.0,0.3333333333333333,0.3333333333333333,17.8,0.42,-6.6,0.037,16.0,17.8,6.0,10.0,2,5.9,1.0,1.0,3.0,4.2,0.333,0.333,0.889
Mike Sweetney,2006,C,66,1222.0,8.075757575757576,0.8939393939393939,5.303030303030303,0.8484848484848485,0.2878787878787879,1.4393939393939394,13.9,0.499,-2.1,0.0,350.0,16.5,118.0,232.0,59,8.2,19.0,0.8,56.0,3.6,0.45,0.45,0.652
Robert Swift,2006,C,47,987.0,6.404255319148936,0.1702127659574468,5.617021276595745,1.1914893617021276,0.3191489361702128,1.0425531914893618,12.7,0.536,-4.3,0.0,264.0,16.2,94.0,170.0,8,1.2,15.0,0.8,56.0,4.4,0.515,0.515,0.582
Stromile Swift,2006,C,66,1344.0,8.878787878787879,0.3787878787878788,4.409090909090909,0.7575757575757576,0.5757575757575758,1.378787878787879,14.6,0.533,-3.4,0.004,291.0,12.7,103.0,188.0,25,3.6,38.0,1.5,50.0,3.0,0.491,0.491,0.651
Wally Szczerbiak,2006,SF,72,2729.0,18.97222222222222,2.9583333333333335,4.347222222222222,0.2638888888888889,0.5555555555555556,1.8888888888888888,17.7,0.595,1.0,0.252,313.0,6.9,77.0,236.0,213,14.1,40.0,0.8,19.0,0.5,0.487,0.538,0.897
Wally Szczerbiak,2006,SF,40,1555.0,20.125,2.8,4.75,0.375,0.525,2.15,18.1,0.601,1.2,0.242,190.0,7.3,36.0,154.0,112,13.4,21.0,0.7,15.0,0.7,0.495,0.544,0.896
Wally Szczerbiak,2006,SF,32,1174.0,17.53125,3.15625,3.84375,0.125,0.59375,1.5625,17.2,0.586,0.7,0.265,123.0,6.4,41.0,82.0,101,15.1,19.0,0.8,4.0,0.3,0.476,0.528,0.898
Chris Taft,2006,C,17,144.0,2.764705882352941,0.11764705882352941,2.1176470588235294,0.4117647058823529,0.11764705882352941,0.11764705882352941,15.6,0.578,-1.3,0.0,36.0,13.9,19.0,17.0,2,2.4,2.0,0.7,7.0,3.6,0.605,0.605,0.167
Donell Taylor,2006,SG,51,465.0,2.7450980392156863,0.8823529411764706,1.0392156862745099,0.0784313725490196,0.5882352941176471,0.6666666666666666,10.1,0.452,-3.2,0.125,53.0,6.6,16.0,37.0,45,15.2,30.0,3.4,4.0,0.7,0.39,0.404,0.698
Maurice Taylor,2006,PF,67,1210.0,6.298507462686567,0.7910447761194029,3.417910447761194,0.208955223880597,0.31343283582089554,1.537313432835821,8.5,0.496,-5.4,0.003,229.0,11.5,65.0,164.0,53,7.9,21.0,0.9,14.0,0.9,0.468,0.468,0.699
Sebastian Telfair,2006,PG,68,1641.0,9.455882352941176,3.6323529411764706,1.7647058823529411,0.08823529411764706,0.9705882352941176,1.6911764705882353,13.0,0.491,-2.9,0.28,120.0,4.4,19.0,101.0,247,26.5,66.0,2.2,6.0,0.3,0.394,0.444,0.743
Jason Terry,2006,PG,80,2798.0,17.1375,3.825,1.975,0.3375,1.25,1.6875,18.4,0.575,2.9,0.379,158.0,3.4,31.0,127.0,306,19.6,100.0,2.0,27.0,0.7,0.47,0.547,0.8
Billy Thomas,2006,SG,17,131.0,2.235294117647059,0.5294117647058824,0.8235294117647058,0.058823529411764705,0.5882352941176471,0.35294117647058826,9.8,0.465,0.0,0.75,14.0,6.2,5.0,9.0,9,10.6,10.0,4.0,1.0,0.6,0.325,0.45,1.0
Etan Thomas,2006,C,71,1121.0,4.746478873239437,0.19718309859154928,3.9295774647887325,0.9577464788732394,0.28169014084507044,0.7183098591549296,13.6,0.56,-2.4,0.0,279.0,14.5,99.0,180.0,14,2.0,20.0,0.9,68.0,4.7,0.533,0.533,0.6
James Thomas,2006,PF,22,150.0,1.2727272727272727,0.045454545454545456,1.7727272727272727,0.13636363636363635,0.0,0.3181818181818182,5.4,0.556,-8.2,0.0,39.0,15.2,12.0,27.0,1,1.0,0.0,0.0,3.0,1.5,0.526,0.526,0.571
James Thomas,2006,PF,15,124.0,1.4666666666666666,0.06666666666666667,2.066666666666667,0.2,0.0,0.4666666666666667,4.1,0.574,-8.3,0.0,31.0,14.6,8.0,23.0,1,1.2,0.0,0.0,3.0,1.8,0.538,0.538,0.571
James Thomas,2006,PF,7,26.0,0.8571428571428571,0.0,1.1428571428571428,0.0,0.0,0.0,11.7,0.5,-7.9,0.0,8.0,17.7,4.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,
John Thomas,2006,C,16,127.0,0.9375,0.125,1.25,0.125,0.1875,0.5,3.4,0.447,-8.0,0.0,20.0,9.3,10.0,10.0,2,2.4,3.0,1.3,2.0,1.3,0.4,0.4,0.75
John Thomas,2006,C,3,25.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,3.8,1.0,-7.2,0.0,0.0,0.0,0.0,0.0,1,6.5,0.0,0.0,1.0,3.2,1.0,1.0,
John Thomas,2006,C,11,66.0,0.8181818181818182,0.09090909090909091,0.9090909090909091,0.0,0.18181818181818182,0.36363636363636365,3.1,0.514,-7.4,0.0,10.0,9.1,3.0,7.0,1,2.2,2.0,1.6,0.0,0.0,0.429,0.429,0.75
John Thomas,2006,C,2,36.0,1.0,0.0,5.0,0.5,0.5,1.0,3.5,0.167,-9.6,0.0,10.0,16.3,7.0,3.0,0,0.0,1.0,1.5,1.0,2.2,0.167,0.167,
Kenny Thomas,2006,PF,82,2293.0,9.121951219512194,2.048780487804878,7.536585365853658,0.47560975609756095,0.8780487804878049,1.646341463414634,15.0,0.539,0.7,0.002,618.0,15.8,199.0,419.0,168,12.0,72.0,1.6,39.0,1.2,0.505,0.505,0.676
Kurt Thomas,2006,C,53,1411.0,8.584905660377359,1.0754716981132075,7.830188679245283,1.0188679245283019,0.4339622641509434,1.0754716981132075,13.1,0.527,-1.2,0.0,415.0,16.3,102.0,313.0,57,5.6,23.0,0.8,54.0,2.7,0.486,0.486,0.815
Tim Thomas,2006,PF-SF,29,666.0,10.344827586206897,0.6896551724137931,4.517241379310345,0.2413793103448276,0.5517241379310345,1.1379310344827587,12.2,0.535,-3.1,0.424,131.0,10.9,22.0,109.0,20,4.4,16.0,1.2,7.0,0.7,0.431,0.519,0.667
Tim Thomas,2006,SF,3,32.0,4.333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,8.5,0.406,-7.2,0.375,4.0,7.2,0.0,4.0,2,11.0,0.0,0.0,1.0,2.4,0.375,0.406,
Tim Thomas,2006,PF,26,634.0,11.038461538461538,0.6923076923076923,4.884615384615385,0.23076923076923078,0.6153846153846154,1.2307692307692308,12.4,0.543,-2.9,0.427,127.0,11.1,22.0,105.0,18,4.1,16.0,1.3,6.0,0.7,0.435,0.526,0.667
Dijon Thompson,2006,SG,10,43.0,2.8,0.1,1.1,0.1,0.3,0.2,22.0,0.541,-1.1,0.44,11.0,14.2,4.0,7.0,1,3.9,3.0,3.5,1.0,1.6,0.44,0.52,1.0
Jamaal Tinsley,2006,PG,42,1122.0,9.285714285714286,5.023809523809524,3.1666666666666665,0.14285714285714285,1.1666666666666667,2.5952380952380953,12.1,0.458,-1.3,0.181,133.0,6.8,35.0,98.0,211,33.3,49.0,2.3,6.0,0.4,0.409,0.43,0.637
Jake Tsakalidis,2006,C,51,732.0,5.03921568627451,0.2549019607843137,4.1568627450980395,0.6274509803921569,0.27450980392156865,0.7647058823529411,17.3,0.632,-0.9,0.0,212.0,17.6,78.0,134.0,13,3.2,14.0,1.1,32.0,3.5,0.606,0.606,0.655
Nikoloz Tskitishvili,2006,SF-PF,17,99.0,2.1176470588235294,0.17647058823529413,1.2941176470588236,0.11764705882352941,0.058823529411764705,0.35294117647058826,8.3,0.417,-9.7,0.081,22.0,12.4,9.0,13.0,3,4.2,1.0,0.5,2.0,1.4,0.351,0.365,0.643
Nikoloz Tskitishvili,2006,PF,5,13.0,0.6,0.0,0.4,0.0,0.0,0.4,-6.7,0.307,-24.7,0.0,2.0,9.2,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5
Nikoloz Tskitishvili,2006,SF,12,86.0,2.75,0.25,1.6666666666666667,0.16666666666666666,0.08333333333333333,0.3333333333333333,10.6,0.431,-7.4,0.091,20.0,12.9,9.0,11.0,3,4.8,1.0,0.6,2.0,1.6,0.364,0.379,0.667
Ronny Turiaf,2006,C,23,161.0,1.9565217391304348,0.34782608695652173,1.608695652173913,0.43478260869565216,0.13043478260869565,0.30434782608695654,12.2,0.537,-2.2,0.0,37.0,13.5,11.0,26.0,8,7.5,3.0,1.0,10.0,4.7,0.5,0.5,0.556
Hedo Turkoglu,2006,SF,78,2615.0,14.935897435897436,2.769230769230769,4.269230769230769,0.2692307692307692,0.8974358974358975,1.6666666666666667,16.7,0.578,2.3,0.323,333.0,7.9,70.0,263.0,216,14.3,70.0,1.5,21.0,0.6,0.454,0.519,0.861
Ime Udoka,2006,SF,8,114.0,2.75,0.75,2.125,0.0,0.125,0.25,6.1,0.413,-5.4,0.125,17.0,9.1,3.0,14.0,6,8.4,1.0,0.5,0.0,0.0,0.375,0.396,0.5
Beno Udrih,2006,PG,54,586.0,5.092592592592593,1.7037037037037037,0.9629629629629629,0.037037037037037035,0.25925925925925924,0.9814814814814815,15.3,0.539,-1.7,0.3,52.0,5.2,18.0,34.0,92,27.3,14.0,1.3,2.0,0.2,0.455,0.506,0.78
Nick Van,2006,PG,65,986.0,5.461538461538462,1.8923076923076922,1.4,0.046153846153846156,0.24615384615384617,0.8769230769230769,11.0,0.492,-2.8,0.449,91.0,5.5,6.0,85.0,123,20.2,16.0,0.9,3.0,0.2,0.397,0.477,0.683
Keith Van,2006,SF,53,1090.0,8.90566037735849,0.6981132075471698,3.6226415094339623,0.20754716981132076,0.5849056603773585,1.3396226415094339,13.8,0.54,-1.5,0.351,192.0,10.6,54.0,138.0,37,5.7,31.0,1.6,11.0,0.8,0.424,0.488,0.832
Anderson Varejao,2006,C,48,760.0,4.5625,0.3958333333333333,4.895833333333333,0.3958333333333333,0.6458333333333334,0.5625,14.8,0.541,-0.6,0.007,235.0,18.3,77.0,158.0,19,4.0,31.0,2.2,19.0,1.9,0.527,0.527,0.513
Jacque Vaughn,2006,SG,80,1234.0,3.425,1.5375,1.1375,0.0125,0.525,0.65,7.5,0.488,-4.6,0.024,91.0,4.3,16.0,75.0,123,16.2,42.0,1.8,1.0,0.1,0.437,0.439,0.728
Charlie Villanueva,2006,PF,81,2361.0,13.0,1.0864197530864197,6.432098765432099,0.7777777777777778,0.7407407407407407,1.2222222222222223,16.4,0.521,-1.0,0.228,521.0,13.5,181.0,340.0,88,6.5,60.0,1.3,63.0,2.1,0.463,0.5,0.706
Jake Voskuhl,2006,C,51,818.0,5.294117647058823,0.7647058823529411,3.588235294117647,0.45098039215686275,0.5098039215686274,0.6470588235294118,11.0,0.47,-2.7,0.011,183.0,13.0,62.0,121.0,39,7.9,26.0,1.6,23.0,2.2,0.437,0.439,0.683
Jackson Vroman,2006,PF,41,406.0,1.7804878048780488,0.2682926829268293,2.097560975609756,0.2682926829268293,0.2926829268292683,0.5121951219512195,5.9,0.428,-3.9,0.0,86.0,12.6,33.0,53.0,11,4.2,12.0,1.6,11.0,2.2,0.394,0.394,0.477
Sasha Vujacic,2006,PG,82,1449.0,3.9146341463414633,1.6951219512195121,1.9390243902439024,0.036585365853658534,0.5853658536585366,0.6097560975609756,8.4,0.479,-2.4,0.551,159.0,6.5,33.0,126.0,139,14.1,48.0,1.7,3.0,0.2,0.346,0.441,0.885
Dwyane Wade,2006,SG,75,2892.0,27.2,6.706666666666667,5.733333333333333,0.7733333333333333,1.9466666666666668,3.5733333333333333,27.6,0.577,7.5,0.054,430.0,8.7,107.0,323.0,503,33.0,146.0,2.6,58.0,1.5,0.495,0.499,0.783
Von Wafer,2006,SG,16,73.0,1.25,0.25,0.5,0.0,0.1875,0.0625,-1.6,0.241,-12.2,0.447,8.0,6.4,5.0,3.0,4,8.2,3.0,2.2,0.0,0.0,0.158,0.184,0.75
Antoine Walker,2006,PF,82,2199.0,12.195121951219512,2.024390243902439,5.134146341463414,0.36585365853658536,0.573170731707317,1.829268292682927,14.4,0.524,0.0,0.427,421.0,11.3,103.0,318.0,166,12.8,47.0,1.1,30.0,1.0,0.435,0.512,0.628
Samaki Walker,2006,PF,7,22.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.2857142857142857,-6.2,0.347,-12.3,0.0,3.0,7.9,0.0,3.0,0,0.0,0.0,0.0,1.0,3.3,0.0,0.0,1.0
Ben Wallace,2006,C,82,2890.0,7.280487804878049,1.9268292682926829,11.25609756097561,2.207317073170732,1.7804878048780488,1.0731707317073171,17.5,0.501,5.8,0.009,923.0,19.0,301.0,622.0,158,8.2,146.0,2.8,181.0,4.6,0.51,0.51,0.416
Gerald Wallace,2006,SF,55,1895.0,15.2,1.7454545454545454,7.490909090909091,2.090909090909091,2.5090909090909093,1.8,21.3,0.578,5.8,0.085,412.0,12.6,123.0,289.0,96,8.8,138.0,3.7,115.0,4.7,0.538,0.55,0.614
Rasheed Wallace,2006,PF,80,2780.0,15.1125,2.275,6.8375,1.625,1.025,1.0625,17.6,0.527,3.5,0.407,547.0,11.7,90.0,457.0,182,11.2,82.0,1.6,130.0,3.4,0.43,0.503,0.743
Matt Walsh,2006,SG,2,3.0,1.0,0.0,0.0,0.0,0.0,0.5,-2.4,0.532,-25.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Luke Walton,2006,SF,69,1333.0,5.0,2.260869565217391,3.579710144927536,0.21739130434782608,0.5942028985507246,1.1304347826086956,11.6,0.477,-1.3,0.168,247.0,10.9,88.0,159.0,156,17.9,41.0,1.6,15.0,0.9,0.412,0.439,0.75
Hakim Warrick,2006,PF,68,724.0,4.088235294117647,0.4411764705882353,2.1176470588235294,0.3088235294117647,0.20588235294117646,0.8235294117647058,11.0,0.499,-5.5,0.0,144.0,12.1,43.0,101.0,30,7.5,14.0,1.1,21.0,2.3,0.443,0.443,0.661
Earl Watson,2006,PG,70,1578.0,8.9,4.128571428571429,2.257142857142857,0.14285714285714285,0.9714285714285714,1.9428571428571428,14.6,0.558,-0.1,0.534,158.0,5.9,24.0,134.0,289,29.0,68.0,2.2,10.0,0.5,0.43,0.538,0.676
Earl Watson,2006,PG,46,975.0,7.543478260869565,3.4782608695652173,1.8695652173913044,0.15217391304347827,0.8043478260869565,1.6304347826086956,12.8,0.563,-0.5,0.61,86.0,5.2,17.0,69.0,160,25.3,37.0,1.9,7.0,0.5,0.429,0.55,0.627
Earl Watson,2006,PG,24,603.0,11.5,5.375,3.0,0.125,1.2916666666666667,2.5416666666666665,17.3,0.552,0.7,0.441,72.0,7.2,7.0,65.0,129,34.9,31.0,2.7,3.0,0.4,0.432,0.524,0.731
Chris Webber,2006,PF,75,2893.0,20.24,3.4133333333333336,9.88,0.8266666666666667,1.3733333333333333,2.4266666666666667,18.4,0.482,-0.4,0.054,741.0,15.0,184.0,557.0,256,16.4,103.0,1.8,62.0,1.6,0.434,0.441,0.756
Martell Webster,2006,SF,61,1070.0,6.622950819672131,0.5573770491803278,2.1311475409836067,0.22950819672131148,0.3442622950819672,0.7049180327868853,11.6,0.533,-3.2,0.523,130.0,7.3,29.0,101.0,34,5.5,21.0,1.1,14.0,1.0,0.399,0.493,0.859
Bonzi Wells,2006,SG,52,1684.0,13.596153846153847,2.769230769230769,7.711538461538462,0.4807692307692308,1.8076923076923077,2.423076923076923,16.6,0.507,1.8,0.073,401.0,13.9,142.0,259.0,144,14.8,94.0,2.9,25.0,1.1,0.463,0.471,0.679
Jiri Welsch,2006,SF,58,866.0,4.327586206896552,1.0689655172413792,1.9137931034482758,0.017241379310344827,0.5862068965517241,0.7068965517241379,9.8,0.482,-3.2,0.221,111.0,7.6,22.0,89.0,62,11.0,34.0,2.1,1.0,0.1,0.387,0.419,0.747
David Wesley,2006,SG,71,2372.0,9.887323943661972,2.8732394366197185,2.507042253521127,0.08450704225352113,0.8309859154929577,1.6901408450704225,9.6,0.546,-0.7,0.483,178.0,4.4,24.0,154.0,204,14.6,59.0,1.4,6.0,0.2,0.403,0.491,0.807
David West,2006,PF,74,2526.0,17.054054054054053,1.2432432432432432,7.405405405405405,0.8648648648648649,0.8243243243243243,1.4189189189189189,19.7,0.554,1.0,0.011,548.0,12.9,168.0,380.0,92,7.2,61.0,1.3,64.0,2.1,0.512,0.513,0.843
Delonte West,2006,PG,71,2418.0,11.774647887323944,4.633802816901408,4.070422535211268,0.647887323943662,1.1830985915492958,1.8732394366197183,15.1,0.574,1.9,0.319,289.0,7.3,57.0,232.0,329,22.5,84.0,1.8,46.0,1.5,0.487,0.548,0.851
Robert Whaley,2006,C,23,212.0,2.130434782608696,0.7391304347826086,1.8695652173913044,0.34782608695652173,0.30434782608695654,0.6086956521739131,7.6,0.411,-3.5,0.0,43.0,12.3,16.0,27.0,17,13.8,7.0,1.8,8.0,3.1,0.404,0.404,0.5
Chris Wilcox,2006,C-PF,77,1529.0,8.12987012987013,0.6753246753246753,5.324675324675325,0.44155844155844154,0.42857142857142855,0.935064935064935,17.3,0.605,-0.9,0.004,410.0,15.9,118.0,292.0,52,5.7,33.0,1.1,34.0,1.7,0.571,0.571,0.732
Chris Wilcox,2006,C,48,657.0,4.541666666666667,0.375,3.6041666666666665,0.4375,0.3125,0.6666666666666666,13.2,0.562,-2.3,0.012,173.0,15.3,46.0,127.0,18,4.4,15.0,1.2,21.0,2.4,0.536,0.536,0.644
Chris Wilcox,2006,PF,29,872.0,14.068965517241379,1.1724137931034482,8.172413793103448,0.4482758620689655,0.6206896551724138,1.3793103448275863,20.4,0.631,0.2,0.0,237.0,16.4,72.0,165.0,34,6.7,18.0,1.1,13.0,1.1,0.592,0.592,0.787
Damien Wilkins,2006,SF,82,1525.0,6.536585365853658,1.3048780487804879,2.341463414634146,0.14634146341463414,0.8780487804878049,1.0365853658536586,13.1,0.529,-1.5,0.129,192.0,7.6,79.0,113.0,107,10.8,72.0,2.5,12.0,0.6,0.444,0.46,0.84
Mike Wilks,2006,PG,47,348.0,1.8297872340425532,0.6808510638297872,0.8297872340425532,0.02127659574468085,0.2978723404255319,0.5106382978723404,5.8,0.398,-6.3,0.211,39.0,6.7,9.0,30.0,32,13.9,14.0,2.1,1.0,0.2,0.322,0.339,0.61
Mike Wilks,2006,PG,37,243.0,1.135135135135135,0.4864864864864865,0.7297297297297297,0.02702702702702703,0.21621621621621623,0.40540540540540543,2.0,0.327,-7.3,0.237,27.0,6.6,6.0,21.0,18,11.2,8.0,1.8,1.0,0.3,0.288,0.305,0.5
Mike Wilks,2006,PG,10,105.0,4.4,1.4,1.2,0.0,0.6,0.9,14.6,0.503,-3.8,0.161,12.0,6.9,3.0,9.0,14,20.2,6.0,3.0,0.0,0.0,0.387,0.403,0.655
Aaron Williams,2006,C,48,791.0,4.625,0.3541666666666667,3.7708333333333335,0.4375,0.3541666666666667,0.625,11.6,0.551,-2.0,0.0,181.0,13.6,64.0,117.0,17,3.6,17.0,1.2,21.0,2.2,0.517,0.517,0.69
Aaron Williams,2006,C,14,99.0,1.7857142857142858,0.07142857142857142,1.0714285714285714,0.21428571428571427,0.2857142857142857,0.35714285714285715,7.2,0.578,-4.2,0.0,15.0,9.3,5.0,10.0,1,1.5,4.0,2.1,3.0,2.4,0.526,0.526,0.833
Aaron Williams,2006,C,34,692.0,5.794117647058823,0.47058823529411764,4.882352941176471,0.5294117647058824,0.38235294117647056,0.7352941176470589,12.2,0.548,-1.7,0.0,166.0,14.3,59.0,107.0,16,3.9,13.0,1.0,18.0,2.1,0.516,0.516,0.673
Alvin Williams,2006,PG,1,10.0,1.0,0.0,3.0,0.0,0.0,0.0,-4.7,0.129,-23.4,0.667,3.0,18.3,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Deron Williams,2006,PG,80,2307.0,10.8,4.4875,2.425,0.2125,0.75,1.8125,12.4,0.5,-2.3,0.272,194.0,5.1,35.0,159.0,359,28.6,60.0,1.4,17.0,0.6,0.421,0.478,0.704
Eric Williams,2006,SF,28,352.0,3.25,0.5357142857142857,1.7857142857142858,0.07142857142857142,0.25,0.5357142857142857,6.8,0.496,-5.3,0.24,50.0,8.7,10.0,40.0,15,6.3,7.0,1.0,2.0,0.4,0.387,0.42,0.737
Jason Williams,2006,PG,59,1874.0,12.338983050847459,4.864406779661017,2.3559322033898304,0.0847457627118644,0.8983050847457628,1.694915254237288,15.0,0.561,0.4,0.475,139.0,4.4,6.0,133.0,287,24.5,53.0,1.5,5.0,0.2,0.442,0.531,0.867
Lou Williams,2006,PG,30,145.0,1.8666666666666667,0.3333333333333333,0.6333333333333333,0.0,0.16666666666666666,0.43333333333333335,9.0,0.485,-8.1,0.173,19.0,7.7,3.0,16.0,10,11.6,5.0,1.8,0.0,0.0,0.442,0.462,0.615
