Player,Year,Pos,PPG,APG,RPG,BPG,SPG,PER,TS%,Score,Label
Eric Leckner,1990,C,4.298701298701299,0.24675324675324675,2.4935064935064934,0.2987012987012987,0.19480519480519481,12.1,0.613,2.9231175324675323,Reserva
Tim Legler,1990,SG,2.5454545454545454,0.5454545454545454,0.7272727272727273,0.0,0.18181818181818182,6.7,0.442,1.876472727272727,Reserva
Gary Leonard,1990,C,1.4545454545454546,0.045454545454545456,1.2272727272727273,0.4090909090909091,0.13636363636363635,6.2,0.431,1.4029136363636365,Reserva
Jim Les,1990,PG,3.2857142857142856,3.0,1.0,0.0,0.42857142857142855,9.3,0.535,3.3199285714285716,Reserva
Clifford Lett,1990,PG,1.0,0.25,0.0,0.0,0.0,-9.0,0.25,-0.9874999999999997,Reserva
Fat Lever,1990,SG,18.265822784810126,6.544303797468355,9.291139240506329,0.16455696202531644,2.1265822784810124,19.9,0.504,9.892362025316455,Reserva
Cliff Levingston,1990,PF,6.88,1.0666666666666667,4.253333333333333,0.5466666666666666,0.7333333333333333,12.1,0.54,4.911666666666667,Reserva
Ralph Lewis,1990,SG,1.4285714285714286,0.0,0.8571428571428571,0.0,0.14285714285714285,13.2,0.635,2.4006428571428566,Reserva
Reggie Lewis,1990,SG,16.962025316455698,2.848101265822785,4.3924050632911396,0.7974683544303798,1.1139240506329113,16.8,0.545,7.811841772151898,Reserva
Todd Lichti,1990,SG,7.974683544303797,1.4683544303797469,1.9113924050632911,0.16455696202531644,0.6962025316455697,12.3,0.533,4.405894936708861,Reserva
Alton Lister,1990,C,4.0,0.6666666666666666,2.6666666666666665,0.0,0.3333333333333333,10.9,0.542,2.7171000000000003,Reserva
Lewis Lloyd,1990,SG,3.2857142857142856,0.5238095238095238,0.8571428571428571,0.0,0.14285714285714285,11.6,0.575,2.802261904761905,Reserva
Brad Lohaus,1990,PF,9.15,2.1,4.975,1.1,0.725,13.6,0.517,6.014200000000001,Reserva
Grant Long,1990,PF,8.469135802469136,1.1851851851851851,4.962962962962963,0.4691358024691358,1.123456790123457,11.6,0.538,5.486392592592592,Reserva
John Long,1990,SG,8.416666666666666,1.7708333333333333,1.7291666666666667,0.10416666666666667,0.9375,10.7,0.495,4.378458333333333,Reserva
Sidney Lowe,1990,PG,2.3375,4.2125,2.0375,0.05,0.9125,8.7,0.37,3.4007499999999995,Reserva
John Lucas,1990,PG,5.836734693877551,4.857142857142857,1.836734693877551,0.04081632653061224,0.9183673469387755,11.5,0.454,4.929583673469387,Reserva
Rick Mahorn,1990,PF,10.813333333333333,1.3066666666666666,7.573333333333333,1.3733333333333333,0.5866666666666667,13.9,0.546,7.094266666666666,Reserva
Dan Majerle,1990,SG,11.082191780821917,2.5753424657534247,5.890410958904109,0.4383561643835616,1.36986301369863,13.5,0.498,5.746717808219178,Reserva
Jeff Malone,1990,SG,24.266666666666666,3.24,2.7466666666666666,0.08,0.64,18.5,0.529,10.028566666666666,Role Player
Karl Malone*,1990,PF,30.975609756097562,2.7560975609756095,11.109756097560975,0.6097560975609756,1.475609756097561,27.2,0.626,15.865770731707318,All-Star
Moses Malone*,1990,C,18.864197530864196,1.6049382716049383,10.024691358024691,1.037037037037037,0.5802469135802469,20.2,0.564,9.087706172839505,Reserva
Danny Manning,1990,PF,16.253521126760564,2.6338028169014085,5.943661971830986,0.5492957746478874,1.2816901408450705,16.3,0.584,8.751287323943663,Reserva
Roy Marble,1990,SG,2.125,0.4583333333333333,1.0,0.041666666666666664,0.2916666666666667,5.5,0.36,1.5526666666666666,Reserva
Sarunas Marciulionis*,1990,SG,12.066666666666666,1.6133333333333333,2.9466666666666668,0.09333333333333334,1.2533333333333334,15.5,0.616,5.967933333333333,Reserva
Jeff Martin,1990,SG,6.27536231884058,0.6376811594202898,2.3043478260869565,0.2318840579710145,0.5942028985507246,8.7,0.46,3.143028985507246,Reserva
Anthony Mason,1990,PF,1.7619047619047619,0.3333333333333333,1.619047619047619,0.09523809523809523,0.09523809523809523,6.9,0.397,1.9461285714285714,Reserva
Wes Matthews,1990,PG,4.0,5.0,0.0,0.0,0.0,19.6,0.515,5.741499999999999,Reserva
Vernon Maxwell,1990,SG,9.037974683544304,3.7468354430379747,2.8860759493670884,0.12658227848101267,1.0632911392405062,11.5,0.496,5.345486075949367,Reserva
Bob McCann,1990,SF,2.6,0.6,1.2,0.2,0.2,12.4,0.479,2.9678999999999998,Reserva
Mel McCants,1990,SF,1.6923076923076923,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.23076923076923078,5.1,0.373,1.4330692307692305,Reserva
George McCloud,1990,SF,2.6818181818181817,1.0227272727272727,0.9545454545454546,0.06818181818181818,0.4318181818181818,4.6,0.387,1.7741545454545453,Reserva
Tim McCormick,1990,C,1.6666666666666667,0.16666666666666666,1.5,0.05555555555555555,0.16666666666666666,2.6,0.401,1.0772722222222222,Reserva
Rodney McCray,1990,SF,16.5609756097561,4.597560975609756,8.158536585365853,0.8536585365853658,0.7317073170731707,16.7,0.568,9.320336585365855,Reserva
Xavier McDaniel,1990,SF,21.318840579710145,2.4782608695652173,6.478260869565218,0.5217391304347826,1.0579710144927537,17.9,0.533,10.587575362318839,Role Player
Mike McGee,1990,SF,7.285714285714286,1.1428571428571428,2.5714285714285716,0.07142857142857142,0.5714285714285714,9.8,0.53,4.287285714285714,Reserva
Kevin McHale*,1990,PF,20.878048780487806,2.097560975609756,8.25609756097561,1.9146341463414633,0.36585365853658536,21.8,0.623,11.47498292682927,Role Player
Derrick McKey,1990,SF,15.675,2.3375,6.1125,1.0125,1.0875,15.6,0.557,8.530700000000001,Reserva
Carlton McKinney,1990,SG,2.5714285714285716,1.0,1.7142857142857142,0.14285714285714285,0.8571428571428571,0.6,0.267,1.109557142857143,Reserva
Nate McMillan,1990,SG,6.378048780487805,7.2926829268292686,4.914634146341464,0.45121951219512196,1.7073170731707317,14.4,0.517,6.358651219512195,Reserva
Mark McNamara,1990,C,3.090909090909091,0.09090909090909091,1.9090909090909092,0.030303030303030304,0.06060606060606061,11.3,0.492,2.3530848484848486,Reserva
Scott Meents,1990,PF,2.1153846153846154,0.2692307692307692,1.1538461538461537,0.11538461538461539,0.15384615384615385,11.9,0.508,2.728107692307692,Reserva
Reggie Miller*,1990,SG,24.585365853658537,3.792682926829268,3.597560975609756,0.21951219512195122,1.3414634146341464,20.8,0.645,10.658280487804879,Role Player
Sam Mitchell,1990,PF,12.65,1.1125,5.775,0.675,0.825,13.7,0.512,7.206199999999999,Reserva
Paul Mokeski,1990,C,3.973684210526316,0.4473684210526316,2.6052631578947367,0.2631578947368421,0.21052631578947367,7.7,0.455,2.434855263157895,Reserva
Johnny Moore,1990,PG,2.2264150943396226,1.5471698113207548,0.9811320754716981,0.05660377358490566,0.6037735849056604,8.1,0.428,2.35591320754717,Reserva
Chris Morris,1990,SF,14.8375,1.7875,5.275,0.9875,1.625,14.8,0.493,8.0368,Reserva
Mike Morrison,1990,SG,2.0,0.3055555555555556,0.5555555555555556,0.0,0.05555555555555555,4.2,0.443,1.2812444444444446,Reserva
John Morton,1990,SG,3.945945945945946,1.8108108108108107,0.8648648648648649,0.10810810810810811,0.4864864864864865,5.9,0.388,2.5440702702702707,Reserva
Chris Mullin*,1990,SF,25.076923076923077,4.089743589743589,5.935897435897436,0.5769230769230769,1.5769230769230769,22.7,0.643,12.394941025641025,Role Player
Tod Murphy,1990,C,8.292682926829269,1.2926829268292683,6.878048780487805,0.7317073170731707,0.926829268292683,13.0,0.53,5.231378048780488,Reserva
Pete Myers,1990,SG,4.6923076923076925,2.5961538461538463,1.8461538461538463,0.21153846153846154,0.6730769230769231,9.8,0.454,3.597130769230769,Reserva
Larry Nance,1990,PF,16.306451612903224,2.596774193548387,8.32258064516129,1.967741935483871,0.8709677419354839,19.1,0.554,9.760722580645163,Reserva
Calvin Natt,1990,SF,4.071428571428571,0.6428571428571429,2.5,0.0,0.07142857142857142,14.4,0.701,3.958671428571429,Reserva
Ed Nealy,1990,PF,2.260869565217391,0.6086956521739131,3.0,0.08695652173913043,0.34782608695652173,11.1,0.591,3.0458391304347825,Reserva
Chuck Nevitt,1990,C,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,12.1,1.0,1.91,Reserva
Johnny Newman,1990,SF,12.9,2.25,2.3875,0.275,1.1875,12.7,0.562,6.454949999999999,Reserva
Kurt Nimphius,1990,C,2.3684210526315788,0.15789473684210525,1.605263157894737,0.47368421052631576,0.10526315789473684,7.9,0.432,1.885284210526316,Reserva
Dyron Nix,1990,SF,1.95,0.25,1.3,0.05,0.15,8.2,0.424,2.1374,Reserva
Ken Norman,1990,SF,16.114285714285714,2.2857142857142856,6.714285714285714,0.8428571428571429,1.1142857142857143,14.6,0.534,8.616257142857142,Reserva
Charles Oakley,1990,PF,14.573770491803279,2.3934426229508197,11.918032786885245,0.26229508196721313,1.0491803278688525,15.9,0.58,9.32988524590164,Reserva
Hakeem Olajuwon*,1990,C,24.329268292682926,2.8536585365853657,14.012195121951219,4.585365853658536,2.1219512195121952,24.1,0.541,12.652903658536584,Role Player
Jawann Oldham,1990,C,1.5,0.16666666666666666,2.6666666666666665,0.5,0.3333333333333333,8.0,0.496,2.0498000000000003,Reserva
Jose Ortiz,1990,PF,3.230769230769231,0.5384615384615384,1.1538461538461537,0.07692307692307693,0.15384615384615385,16.0,0.475,3.6705769230769225,Reserva
Robert Parish*,1990,C,15.734177215189874,1.3037974683544304,10.075949367088608,0.8734177215189873,0.4810126582278481,19.2,0.616,8.338774683544303,Reserva
Zarko Paspalj,1990,SF,2.5714285714285716,0.35714285714285715,1.0714285714285714,0.25,0.10714285714285714,4.3,0.406,1.7070285714285713,Reserva
Jim Paxson,1990,PG,6.388888888888889,1.9027777777777777,1.0694444444444444,0.06944444444444445,0.4583333333333333,9.7,0.498,3.767994444444444,Reserva
John Paxson,1990,PG,9.987804878048781,4.085365853658536,1.451219512195122,0.07317073170731707,1.0121951219512195,12.7,0.555,5.887329268292683,Reserva
Kenny Payne,1990,SF,3.257142857142857,0.2857142857142857,0.7428571428571429,0.17142857142857143,0.2,10.7,0.492,2.8170571428571427,Reserva
Will Perdue,1990,C,3.8181818181818183,0.5974025974025974,2.779220779220779,0.33766233766233766,0.24675324675324675,9.1,0.469,2.6152681818181818,Reserva
Sam Perkins,1990,SF,15.868421052631579,2.3026315789473686,7.526315789473684,0.8421052631578947,1.1578947368421053,17.3,0.564,9.117189473684212,Reserva
Tim Perry,1990,C,4.233333333333333,0.2833333333333333,2.533333333333333,0.36666666666666664,0.35,13.5,0.541,3.0753833333333334,Reserva
Chuck Person,1990,SF,19.675324675324674,2.987012987012987,5.779220779220779,0.2597402597402597,0.6883116883116883,16.6,0.557,9.698946753246753,Reserva
Jim Petersen,1990,C,4.0,0.5348837209302325,3.7209302325581395,0.46511627906976744,0.3953488372093023,9.0,0.497,2.9574081395348837,Reserva
Drazen Petrovic*,1990,SG,7.571428571428571,1.5064935064935066,1.4415584415584415,0.025974025974025976,0.2987012987012987,15.5,0.586,4.80372987012987,Reserva
Ricky Pierce,1990,SG,23.033898305084747,2.2542372881355934,2.830508474576271,0.11864406779661017,0.847457627118644,21.9,0.592,9.891657627118645,Reserva
Ed Pinckney,1990,PF,4.701298701298701,0.8831168831168831,2.9220779220779223,0.5454545454545454,0.44155844155844154,13.7,0.601,4.208606493506493,Reserva
Scottie Pippen*,1990,SF,16.475609756097562,5.414634146341464,6.670731707317073,1.2317073170731707,2.573170731707317,16.3,0.528,9.15511707317073,Reserva
Olden Polynice,1990,C,4.556962025316456,0.189873417721519,3.7974683544303796,0.26582278481012656,0.31645569620253167,12.4,0.541,3.3841386075949367,Reserva
Terry Porter,1990,PG,17.575,9.075,3.4,0.05,1.8875,20.0,0.597,10.6297,Role Player
Paul Pressey,1990,SG,11.017543859649123,4.280701754385965,3.017543859649123,0.40350877192982454,1.2456140350877194,15.9,0.533,6.690931578947368,Reserva
Harold Pressley,1990,SF,8.833333333333334,2.0694444444444446,4.291666666666667,0.5,0.8055555555555556,13.7,0.506,5.744488888888888,Reserva
Mark Price,1990,PG,19.589041095890412,9.123287671232877,3.4383561643835616,0.0684931506849315,1.5616438356164384,21.1,0.589,11.31431095890411,Role Player
Brian Quinnett,1990,SG,1.2903225806451613,0.3548387096774194,0.9032258064516129,0.12903225806451613,0.0967741935483871,3.9,0.337,1.0654741935483871,Reserva
Kurt Rambis,1990,PF,6.243243243243243,1.8243243243243243,7.094594594594595,0.5,1.3513513513513513,12.1,0.539,5.345927027027026,Reserva
Blair Rasmussen,1990,C,12.358024691358025,1.0123456790123457,7.333333333333333,1.2839506172839505,0.49382716049382713,16.0,0.525,6.6188425925925936,Reserva
J.R. Reid,1990,C,11.073170731707316,1.2317073170731707,8.426829268292684,0.6585365853658537,1.1219512195121952,10.2,0.482,5.951417073170732,Reserva
Robert Reid,1990,SF,5.75,1.25,2.0972222222222223,0.2222222222222222,0.5277777777777778,8.0,0.427,3.462144444444444,Reserva
Jerry Reynolds,1990,SF,12.805970149253731,2.6865671641791047,4.82089552238806,0.9552238805970149,1.3880597014925373,14.1,0.486,7.203898507462688,Reserva
Glen Rice,1990,SF,13.61038961038961,1.7922077922077921,4.571428571428571,0.35064935064935066,0.8701298701298701,11.3,0.466,6.86108051948052,Reserva
Pooh Richardson,1990,PG,11.439024390243903,6.7560975609756095,2.6463414634146343,0.3048780487804878,1.6219512195121952,15.8,0.482,7.642590243902439,Reserva
Mitch Richmond*,1990,SG,22.05128205128205,2.858974358974359,4.615384615384615,0.3076923076923077,1.2564102564102564,17.0,0.576,9.12106153846154,Reserva
David Rivers,1990,PG,4.211538461538462,2.980769230769231,1.6346153846153846,0.0,0.5961538461538461,9.9,0.473,3.628453846153846,Reserva
Doc Rivers,1990,PG,12.458333333333334,5.5,4.166666666666667,0.4583333333333333,2.4166666666666665,17.2,0.539,7.6734833333333325,Reserva
Fred Roberts,1990,PF,10.451219512195122,1.7926829268292683,3.792682926829268,0.3048780487804878,0.6829268292682927,11.6,0.553,5.787982926829268,Reserva
Alvin Robertson,1990,SG,14.234567901234568,5.493827160493828,6.901234567901234,0.20987654320987653,2.5555555555555554,18.9,0.542,8.370681481481482,Reserva
Clifford Robinson,1990,PF,9.097560975609756,0.8780487804878049,3.7560975609756095,0.6463414634146342,0.6463414634146342,9.3,0.433,5.048056097560975,Reserva
David Robinson*,1990,C,24.304878048780488,2.0,11.987804878048781,3.8902439024390243,1.6829268292682926,26.3,0.597,12.089728048780488,Role Player
Dennis Rodman*,1990,SF,8.768292682926829,0.8780487804878049,9.658536585365853,0.7317073170731707,0.6341463414634146,15.4,0.608,7.069580487804879,Reserva
Tree Rollins,1990,C,2.6041666666666665,0.5,3.1875,1.1041666666666667,0.2708333333333333,8.8,0.473,2.6567749999999997,Reserva
Doug Roth,1990,C,1.9285714285714286,0.47619047619047616,2.857142857142857,0.30952380952380953,0.19047619047619047,8.2,0.439,2.162188095238095,Reserva
Scott Roth,1990,SF,6.845070422535211,1.619718309859155,1.5774647887323943,0.08450704225352113,0.7183098591549296,11.7,0.478,4.252095774647887,Reserva
Jim Rowinski,1990,PF,3.5714285714285716,0.35714285714285715,2.0714285714285716,0.14285714285714285,0.07142857142857142,13.2,0.576,3.5447428571428565,Reserva
Brian Rowsom,1990,PF,5.113636363636363,0.5,2.977272727272727,0.25,0.4090909090909091,13.6,0.522,4.287654545454546,Reserva
Donald Royal,1990,SF,5.863636363636363,0.6515151515151515,2.0757575757575757,0.12121212121212122,0.48484848484848486,15.2,0.566,4.571448484848485,Reserva
Delaney Rudd,1990,PG,3.5454545454545454,2.2987012987012987,0.7142857142857143,0.012987012987012988,0.2857142857142857,8.6,0.483,3.0292090909090903,Reserva
John Salley,1990,PF,7.2317073170731705,0.8170731707317073,5.353658536585366,1.8658536585365855,0.6219512195121951,13.5,0.575,5.571524390243903,Reserva
Ralph Sampson*,1990,C,4.1923076923076925,1.0769230769230769,3.230769230769231,0.8461538461538461,0.5384615384615384,5.5,0.392,2.588830769230769,Reserva
Jeff Sanders,1990,PF,0.9032258064516129,0.2903225806451613,1.2580645161290323,0.12903225806451613,0.12903225806451613,2.5,0.335,0.9568870967741936,Reserva
Mike Sanders,1990,SF,6.219512195121951,1.0853658536585367,2.8048780487804876,0.2804878048780488,0.524390243902439,9.1,0.498,3.9221170731707313,Reserva
Danny Schayes,1990,C,10.39622641509434,1.150943396226415,6.452830188679245,0.8490566037735849,0.7735849056603774,16.5,0.617,5.908208490566039,Reserva
Detlef Schrempf,1990,PF,16.243589743589745,3.1666666666666665,7.948717948717949,0.20512820512820512,0.7564102564102564,17.6,0.611,9.26007435897436,Reserva
Byron Scott,1990,SG,15.545454545454545,3.5584415584415585,3.142857142857143,0.4025974025974026,1.0,14.3,0.546,7.331418181818182,Reserva
Rony Seikaly,1990,C,16.594594594594593,1.054054054054054,10.35135135135135,1.6756756756756757,1.054054054054054,15.9,0.53,8.459743243243244,Reserva
Brad Sellers,1990,PF,4.47457627118644,0.559322033898305,1.5084745762711864,0.3728813559322034,0.288135593220339,9.2,0.461,3.136269491525424,Reserva
Charles Shackleford,1990,C,8.185714285714285,0.8,6.8428571428571425,0.5,0.5714285714285714,12.3,0.489,5.06945,Reserva
John Shasky,1990,C,0.7142857142857143,0.07142857142857142,0.9285714285714286,0.14285714285714285,0.07142857142857142,2.5,0.3,0.7221428571428572,Reserva
Purvis Short,1990,SF,13.073170731707316,1.7682926829268293,3.024390243902439,0.24390243902439024,0.8048780487804879,13.4,0.508,6.6925073170731695,Reserva
Dexter Shouse,1990,PG,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,-6.8,0.0,-0.7866666666666667,Reserva
Jerry Sichting,1990,PG,3.4571428571428573,2.6857142857142855,0.5428571428571428,0.05714285714285714,0.45714285714285713,8.9,0.449,3.1841857142857144,Reserva
Jack Sikma,1990,C,13.887323943661972,3.2253521126760565,6.929577464788732,0.676056338028169,1.0704225352112675,14.7,0.524,6.521552112676057,Reserva
Scott Skiles,1990,PG,7.6571428571428575,4.771428571428571,2.2714285714285714,0.05714285714285714,0.5142857142857142,13.2,0.519,5.616185714285714,Reserva
Charles Smith,1990,PG,2.85,1.7166666666666666,1.15,0.05,0.5833333333333334,13.3,0.514,3.3597333333333337,Reserva
Charles Smith,1990,PF,21.08974358974359,1.4615384615384615,6.717948717948718,1.5256410256410255,1.1025641025641026,19.5,0.589,10.917233333333332,Role Player
Derek Smith,1990,SF,8.906666666666666,1.4533333333333334,2.2933333333333334,0.26666666666666666,0.4666666666666667,13.7,0.561,5.315099999999999,Reserva
Kenny Smith,1990,PG,11.936708860759493,5.632911392405063,1.9873417721518987,0.10126582278481013,1.0,13.3,0.526,7.003296202531645,Reserva
Larry Smith,1990,PF,3.0,0.9324324324324325,6.108108108108108,0.3783783783783784,0.7567567567567568,9.8,0.468,3.7519351351351355,Reserva
Michael Smith,1990,PF,5.030769230769231,1.2153846153846153,1.5384615384615385,0.015384615384615385,0.13846153846153847,14.2,0.52,4.014307692307693,Reserva
Otis Smith,1990,SF,13.461538461538462,2.2615384615384615,4.615384615384615,0.8769230769230769,1.1692307692307693,17.2,0.543,7.800453846153846,Reserva
Rik Smits,1990,C,15.5,1.7317073170731707,6.2439024390243905,2.0609756097560976,0.5487804878048781,18.1,0.579,7.327364634146342,Reserva
Mike Smrek,1990,C,1.6153846153846154,0.07692307692307693,2.6153846153846154,0.8461538461538461,0.3076923076923077,7.1,0.394,2.048930769230769,Reserva
Rory Sparrow,1990,PG,5.939024390243903,3.6341463414634148,1.6829268292682926,0.04878048780487805,0.5975609756097561,8.8,0.448,4.1215073170731715,Reserva
John Stockton*,1990,PG,17.243589743589745,14.538461538461538,2.641025641025641,0.23076923076923078,2.6538461538461537,23.9,0.607,13.045058974358975,Role Player
Greg Stokes,1990,PF,0.36363636363636365,0.0,0.45454545454545453,0.0,0.0,-8.2,0.202,-1.0097999999999998,Reserva
Rod Strickland,1990,PG,10.585365853658537,5.7073170731707314,3.158536585365854,0.17073170731707318,1.548780487804878,15.7,0.494,7.04830243902439,Reserva
Jon Sundvold,1990,SG,6.095238095238095,1.619047619047619,1.126984126984127,0.0,0.3968253968253968,11.2,0.498,3.8202761904761897,Reserva
