Player,Year,Pos,PPG,APG,RPG,BPG,SPG,PER,TS%,Score,Label
Mike Bibby,2003,PG,15.909090909090908,5.181818181818182,2.672727272727273,0.14545454545454545,1.309090909090909,17.6,0.559,8.486809090909091,Reserva
Chauncey Billups,2003,PG,16.2027027027027,3.8783783783783785,3.689189189189189,0.20270270270270271,0.8513513513513513,20.4,0.582,8.526308108108108,Reserva
Corie Blount,2003,C,3.0,1.0,4.1,0.38,0.66,9.6,0.502,2.9101,Reserva
Mark Blount,2003,C,4.950617283950617,0.691358024691358,3.802469135802469,0.8395061728395061,0.5185185185185185,10.6,0.491,3.4252907407407407,Reserva
Calvin Booth,2003,C,2.9361702127659575,0.2553191489361702,2.3191489361702127,0.7021276595744681,0.23404255319148937,9.9,0.494,2.4732106382978727,Reserva
Carlos Boozer,2003,PF,10.0,1.308641975308642,7.518518518518518,0.6172839506172839,0.7283950617283951,17.9,0.577,7.380971604938272,Reserva
Ruben Boumtje-Boumtje,2003,C,0.0,0.5,0.5,0.0,0.5,18.4,0.0,1.9899999999999998,Reserva
Bruce Bowen,2003,SF,7.109756097560975,1.3780487804878048,2.9146341463414633,0.5121951219512195,0.8048780487804879,9.1,0.563,4.268860975609756,Reserva
Ryan Bowen,2003,SG,3.596774193548387,0.8709677419354839,2.532258064516129,0.46774193548387094,1.0483870967741935,12.7,0.519,3.160932258064516,Reserva
Earl Boykins,2003,PG,8.823529411764707,3.25,1.2941176470588236,0.058823529411764705,0.5588235294117647,17.6,0.543,6.037682352941177,Reserva
Michael Bradley,2003,PF,5.044776119402985,1.0,6.104477611940299,0.47761194029850745,0.23880597014925373,12.8,0.492,4.775170149253731,Reserva
Shawn Bradley,2003,C,6.703703703703703,0.6666666666666666,5.8765432098765435,2.0987654320987654,0.8024691358024691,18.3,0.601,5.488445061728395,Reserva
Elton Brand,2003,PF,18.483870967741936,2.532258064516129,11.338709677419354,2.5483870967741935,1.1451612903225807,21.7,0.543,11.491558064516127,Role Player
J.R. Bremer,2003,PG,8.25,2.5625,2.265625,0.046875,0.59375,12.7,0.515,4.915875,Reserva
Jamison Brewer,2003,PG,2.2,1.8,0.9,0.1,0.2,13.4,0.525,3.2425,Reserva
Primoz Brezec,2003,C,1.9090909090909092,0.18181818181818182,1.0454545454545454,0.18181818181818182,0.09090909090909091,10.9,0.449,1.8533590909090911,Reserva
Damone Brown,2003,PF,5.6,0.6,3.0,0.0,0.2,1.6,0.363,2.5763000000000003,Reserva
Devin Brown,2003,SG,3.0,0.7,1.8,0.1,0.4,6.9,0.389,2.0688999999999997,Reserva
Kedrick Brown,2003,SF,2.843137254901961,0.39215686274509803,2.7450980392156863,0.2549019607843137,0.6666666666666666,8.8,0.392,2.8533176470588235,Reserva
Kwame Brown,2003,C,7.4125,0.725,5.325,1.0,0.625,13.6,0.496,4.7148,Reserva
P.J. Brown,2003,PF,10.666666666666666,1.8846153846153846,8.987179487179487,1.0256410256410255,0.8589743589743589,17.6,0.592,7.8850974358974355,Reserva
Randy Brown,2003,PG,1.28125,1.09375,0.8125,0.0625,0.53125,7.2,0.425,1.825625,Reserva
Tierre Brown,2003,PG,4.333333333333333,2.6,2.0,0.0,0.8666666666666667,17.4,0.499,4.6532333333333336,Reserva
Rick Brunson,2003,PG,3.5294117647058822,2.1176470588235294,1.1176470588235294,0.17647058823529413,0.5882352941176471,13.4,0.543,3.6878294117647057,Reserva
Kobe Bryant,2003,SG,30.01219512195122,5.865853658536586,6.878048780487805,0.8170731707317073,2.207317073170732,26.2,0.55,13.54109756097561,Role Player
Mark Bryant,2003,PF,0.8125,0.25,1.25,0.0625,0.0625,0.4,0.313,0.5975499999999999,Reserva
Greg Buckner,2003,SG,6.0,1.28,2.88,0.21333333333333335,0.96,11.6,0.519,3.7398999999999996,Reserva
Pat Burke,2003,C,4.306451612903226,0.3709677419354839,2.3548387096774195,0.4032258064516129,0.3064516129032258,8.3,0.415,2.5192983870967742,Reserva
Caron Butler,2003,SF,15.397435897435898,2.730769230769231,5.089743589743589,0.3974358974358974,1.7564102564102564,15.1,0.502,8.167764102564103,Reserva
Rasual Butler,2003,SG,7.5,1.2916666666666667,2.5833333333333335,0.5972222222222222,0.2916666666666667,9.5,0.437,3.795783333333333,Reserva
Jason Caffey,2003,PF,5.784313725490196,0.7450980392156863,3.450980392156863,0.29411764705882354,0.37254901960784315,10.5,0.501,4.117256862745097,Reserva
Marcus Camby,2003,C,7.620689655172414,1.6206896551724137,7.172413793103448,1.3793103448275863,0.6896551724137931,17.5,0.444,5.792889655172414,Reserva
Elden Campbell,2003,C,6.125,0.9107142857142857,3.232142857142857,0.6964285714285714,0.5892857142857143,14.1,0.483,3.8029000000000006,Reserva
Brian Cardinal,2003,PF,0.8,0.2,1.0,0.0,0.0,13.8,0.41,2.5509999999999997,Reserva
Anthony Carter,2003,PG,4.061224489795919,4.142857142857143,1.6938775510204083,0.10204081632653061,0.9183673469387755,9.9,0.39,3.9893061224489803,Reserva
Vince Carter,2003,SG,20.558139534883722,3.3255813953488373,4.372093023255814,0.9534883720930233,1.1162790697674418,21.9,0.532,9.641688372093023,Reserva
Sam Cassell,2003,PG,19.692307692307693,5.769230769230769,4.384615384615385,0.1794871794871795,1.1282051282051282,22.3,0.565,10.343807692307692,Role Player
Kelvin Cato,2003,C,4.5479452054794525,0.273972602739726,5.863013698630137,1.1643835616438356,0.5205479452054794,15.5,0.535,4.536339041095891,Reserva
Tyson Chandler,2003,C,9.213333333333333,1.0133333333333334,6.8533333333333335,1.4133333333333333,0.49333333333333335,15.8,0.565,5.860250000000001,Reserva
Calbert Cheaney,2003,SG,8.641975308641975,2.0123456790123457,3.506172839506173,0.16049382716049382,0.8024691358024691,9.8,0.514,4.386214814814815,Reserva
Chris Childs,2003,PG,1.25,1.3333333333333333,0.4166666666666667,0.08333333333333333,0.6666666666666666,6.2,0.352,1.7443666666666664,Reserva
Doug Christie,2003,SG,9.35,4.7,4.275,0.4625,2.25,15.0,0.59,6.2915,Reserva
Keon Clark,2003,C,6.7,1.0,5.6375,1.875,0.475,13.9,0.528,4.9164,Reserva
Speedy Claxton,2003,PG,5.766666666666667,2.5,1.8666666666666667,0.23333333333333334,0.7333333333333333,15.9,0.509,4.752566666666667,Reserva
Mateen Cleaves,2003,PG,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.0,0.16666666666666666,-3.7,0.323,0.10229999999999995,Reserva
Derrick Coleman,2003,C,9.40625,1.359375,7.03125,1.078125,0.828125,15.4,0.525,5.82640625,Reserva
Bimbo Coles,2003,PG,4.4,2.057142857142857,1.6857142857142857,0.11428571428571428,0.4857142857142857,6.7,0.413,2.8663,Reserva
Jason Collier,2003,C,2.769230769230769,0.07692307692307693,2.230769230769231,0.07692307692307693,0.15384615384615385,15.0,0.488,2.7667076923076923,Reserva
Jarron Collins,2003,C,5.454545454545454,0.6363636363636364,2.727272727272727,0.2727272727272727,0.22727272727272727,8.2,0.53,2.823772727272727,Reserva
Jason Collins,2003,C,5.679012345679013,1.0740740740740742,4.54320987654321,0.5432098765432098,0.5802469135802469,9.9,0.521,3.6506179012345683,Reserva
Chris Crawford,2003,PF,4.8,0.2,1.4,0.6,0.4,28.8,0.726,6.2126,Reserva
Jamal Crawford,2003,PG,10.725,4.175,2.3125,0.3125,0.9625,15.4,0.496,6.5021,Reserva
Austin Croshere,2003,PF,5.142857142857143,1.1428571428571428,3.163265306122449,0.2653061224489796,0.12244897959183673,16.1,0.53,4.6822857142857135,Reserva
John Crotty,2003,PG,3.4166666666666665,2.4166666666666665,1.25,0.0,0.25,7.6,0.431,2.8830999999999998,Reserva
Eddy Curry,2003,C,10.481481481481481,0.4567901234567901,4.3580246913580245,0.7654320987654321,0.2222222222222222,17.5,0.607,5.375411728395061,Reserva
Michael Curry,2003,SF,3.0256410256410255,1.3333333333333333,1.6282051282051282,0.05128205128205128,0.5641025641025641,5.7,0.474,2.1972717948717944,Reserva
Erick Dampier,2003,C,8.207317073170731,0.7073170731707317,6.621951219512195,1.8780487804878048,0.32926829268292684,15.8,0.543,5.704710975609756,Reserva
Antonio Daniels,2003,SG,3.746268656716418,1.2686567164179106,1.0746268656716418,0.13432835820895522,0.4925373134328358,13.3,0.572,3.4327970149253733,Reserva
Antonio Davis,2003,C,13.924528301886792,2.4716981132075473,8.245283018867925,1.169811320754717,0.4339622641509434,14.5,0.483,7.025093396226414,Reserva
Baron Davis,2003,PG,17.12,6.4,3.72,0.44,1.82,16.9,0.5,9.105,Reserva
Dale Davis,2003,C,7.423076923076923,1.205128205128205,7.230769230769231,0.8974358974358975,0.6538461538461539,14.5,0.566,5.356505128205129,Reserva
Emanual Davis,2003,SG,3.6666666666666665,1.5,1.7916666666666667,0.08333333333333333,0.5,8.0,0.45,2.6866666666666665,Reserva
Hubert Davis,2003,SG,1.8372093023255813,0.6744186046511628,0.8372093023255814,0.0,0.11627906976744186,8.8,0.484,2.0637488372093022,Reserva
Ricky Davis,2003,SG,20.582278481012658,5.518987341772152,4.936708860759493,0.45569620253164556,1.5822784810126582,16.1,0.485,9.540715189873417,Reserva
Andrew DeClercq,2003,C,4.740259740259741,0.6753246753246753,4.402597402597403,0.4675324675324675,0.5064935064935064,11.3,0.562,3.543814285714286,Reserva
Tony Delk,2003,PG,9.761194029850746,2.1791044776119404,3.462686567164179,0.14925373134328357,1.0746268656716418,13.7,0.547,5.312685074626866,Reserva
Dan Dickau,2003,PG,3.66,1.7,0.86,0.04,0.28,9.9,0.504,3.0454,Reserva
Michael Dickerson,2003,SG,4.833333333333333,1.3333333333333333,1.0,0.16666666666666666,0.8333333333333334,10.0,0.553,3.2302999999999997,Reserva
DeSagana Diop,2003,PF,1.4875,0.5375,2.6875,1.0125,0.4125,6.7,0.356,2.1668499999999993,Reserva
Vlade Divac,2003,C,9.9375,3.425,7.175,1.3125,1.0375,15.6,0.519,6.054074999999999,Reserva
Juan Dixon,2003,PG,6.428571428571429,0.9523809523809523,1.7142857142857142,0.07142857142857142,0.6190476190476191,11.0,0.464,3.6368761904761904,Reserva
Michael Doleac,2003,C,4.373333333333333,0.56,2.92,0.21333333333333335,0.21333333333333335,8.9,0.451,2.71655,Reserva
Keyon Dooling,2003,SG,6.363636363636363,1.6181818181818182,1.309090909090909,0.10909090909090909,0.43636363636363634,9.6,0.494,3.646672727272727,Reserva
Bryce Drew,2003,PG,1.4615384615384615,0.8461538461538461,1.0,0.0,0.15384615384615385,9.4,0.352,2.1067384615384617,Reserva
Predrag Drobnjak,2003,C,9.402439024390244,1.048780487804878,3.902439024390244,0.4634146341463415,0.5853658536585366,12.5,0.459,4.440023170731707,Reserva
Chris Dudley,2003,C,0.0,0.0,0.6666666666666666,0.0,0.0,-1.7,0.0,0.02999999999999997,Reserva
Tim Duncan,2003,PF,23.25925925925926,3.9012345679012346,12.876543209876543,2.925925925925926,0.6790123456790124,26.9,0.564,14.004980246913581,Role Player
Mike Dunleavy,2003,SF,5.682926829268292,1.2926829268292683,2.6097560975609757,0.23170731707317074,0.6463414634146342,12.5,0.505,4.240134146341464,Reserva
Howard Eisley,2003,PG,9.073170731707316,5.414634146341464,2.268292682926829,0.10975609756097561,0.8658536585365854,14.1,0.552,6.333614634146341,Reserva
LaPhonso Ellis,2003,PF,5.036363636363636,0.2727272727272727,2.8545454545454545,0.2727272727272727,0.2727272727272727,11.0,0.476,3.8339636363636362,Reserva
Melvin Ely,2003,C,4.538461538461538,0.28846153846153844,3.3461538461538463,0.6153846153846154,0.19230769230769232,10.8,0.54,3.1723846153846154,Reserva
Evan Eschmeyer,2003,C,1.0,0.35294117647058826,1.7058823529411764,0.4117647058823529,0.5882352941176471,7.4,0.409,1.5751558823529412,Reserva
Reggie Evans,2003,PF,3.1641791044776117,0.5074626865671642,6.641791044776119,0.16417910447761194,0.5671641791044776,10.4,0.51,3.9617462686567166,Reserva
Danny Ferry,2003,SF,1.859375,0.328125,1.171875,0.140625,0.109375,5.1,0.459,1.6280875000000001,Reserva
Michael Finley,2003,SF,19.28985507246377,2.971014492753623,5.826086956521739,0.30434782608695654,1.1014492753623188,17.6,0.514,9.784153623188407,Reserva
Derek Fisher,2003,PG,10.524390243902438,3.6341463414634148,2.9146341463414633,0.18292682926829268,1.1341463414634145,11.9,0.52,5.740048780487804,Reserva
Marcus Fizer,2003,PF,11.710526315789474,1.263157894736842,5.684210526315789,0.4473684210526316,0.3684210526315789,17.9,0.503,7.466878947368421,Reserva
Alton Ford,2003,PF,0.6363636363636364,0.09090909090909091,0.5454545454545454,0.0,0.0,-2.2,0.339,0.00389999999999998,Reserva
Joseph Forte,2003,SG,1.411764705882353,0.6470588235294118,0.6470588235294118,0.0,0.23529411764705882,3.4,0.319,1.1213117647058823,Reserva
Danny Fortson,2003,PF,3.4705882352941178,0.7058823529411765,4.294117647058823,0.0,0.5294117647058824,9.9,0.442,3.4821411764705883,Reserva
Greg Foster,2003,C,4.172413793103448,0.4482758620689655,3.5172413793103448,0.3103448275862069,0.034482758620689655,4.7,0.445,2.4594913793103452,Reserva
Jeff Foster,2003,C,2.103896103896104,0.6623376623376623,3.6233766233766236,0.2727272727272727,0.36363636363636365,12.0,0.394,2.795674025974026,Reserva
Tremaine Fowlkes,2003,SF,4.4324324324324325,0.6216216216216216,2.7837837837837838,0.05405405405405406,0.6756756756756757,12.4,0.533,3.872759459459459,Reserva
Rick Fox,2003,SF,8.960526315789474,3.3289473684210527,4.25,0.18421052631578946,0.9078947368421053,11.9,0.523,5.484668421052632,Reserva
Adonal Foyle,2003,C,5.365853658536586,0.45121951219512196,5.975609756097561,2.5,0.4878048780487805,15.3,0.563,5.049003658536586,Reserva
Steve Francis,2003,PG,21.02469135802469,6.197530864197531,6.160493827160494,0.5061728395061729,1.7407407407407407,20.6,0.541,10.569408641975308,Role Player
Lawrence Funderburke,2003,PF,2.740740740740741,0.2962962962962963,2.037037037037037,0.4074074074074074,0.037037037037037035,11.8,0.466,3.0906740740740744,Reserva
Dan Gadzuric,2003,C,3.4489795918367347,0.1836734693877551,4.020408163265306,1.0612244897959184,0.4489795918367347,11.2,0.498,3.3061244897959186,Reserva
Kevin Garnett,2003,PF,22.963414634146343,6.036585365853658,13.439024390243903,1.5731707317073171,1.3780487804878048,26.4,0.553,13.887251219512198,Role Player
Pat Garrity,2003,PF,10.716049382716049,1.4938271604938271,3.7777777777777777,0.24691358024691357,0.7654320987654321,11.2,0.551,5.806704938271605,Reserva
Pau Gasol,2003,PF,18.963414634146343,2.792682926829268,8.78048780487805,1.8048780487804879,0.4146341463414634,20.7,0.57,10.829073170731707,Role Player
Devean George,2003,SF,6.929577464788732,1.295774647887324,4.028169014084507,0.5352112676056338,0.7887323943661971,11.4,0.485,4.775401408450704,Reserva
Kendall Gill,2003,SG,8.707317073170731,1.9024390243902438,3.024390243902439,0.18292682926829268,0.9512195121951219,10.6,0.477,4.480382926829268,Reserva
Manu Ginobili,2003,SG,7.608695652173913,2.0,2.3333333333333335,0.2463768115942029,1.391304347826087,14.7,0.556,4.862773913043478,Reserva
Gordan Giricek,2003,SG-SF,12.302631578947368,1.8026315789473684,3.1315789473684212,0.10526315789473684,0.6842105263157895,12.1,0.529,5.574478947368421,Reserva
Dion Glover,2003,SG,9.697368421052632,1.855263157894737,3.710526315789474,0.19736842105263158,0.9342105263157895,13.5,0.512,5.149884210526316,Reserva
Anthony Goldwire,2003,PG,1.6666666666666667,0.26666666666666666,0.4,0.0,0.2,5.4,0.445,1.3645,Reserva
Drew Gooden,2003,SF-PF,12.5,1.1857142857142857,6.5,0.5,0.7571428571428571,15.0,0.503,7.476014285714285,Reserva
Brian Grant,2003,C,10.317073170731707,1.2682926829268293,10.207317073170731,0.573170731707317,0.7682926829268293,15.6,0.552,6.856502439024389,Reserva
Horace Grant,2003,PF,5.2,1.4,1.6,0.0,0.6,13.1,0.52,3.957,Reserva
Adrian Griffin,2003,SG,4.391891891891892,1.4189189189189189,3.5675675675675675,0.08108108108108109,1.0405405405405406,11.5,0.463,3.3658945945945944,Reserva
Eddie Griffin,2003,PF,8.623376623376624,1.1168831168831168,5.987012987012987,1.4415584415584415,0.6753246753246753,15.4,0.462,6.352303896103896,Reserva
Tom Gugliotta,2003,PF,4.777777777777778,1.1481481481481481,3.7037037037037037,0.18518518518518517,0.5185185185185185,10.9,0.474,3.9268444444444444,Reserva
A.J. Guyton,2003,PG,0.0,1.0,0.0,0.0,0.5,-9.0,0.0,-0.9999999999999999,Reserva
Marcus Haislip,2003,PF,4.128205128205129,0.23076923076923078,1.358974358974359,0.46153846153846156,0.1794871794871795,9.6,0.474,3.061758974358974,Reserva
Darvin Ham,2003,SG,2.4,0.5066666666666667,2.04,0.25333333333333335,0.21333333333333335,5.5,0.464,1.6487333333333332,Reserva
Richard Hamilton,2003,SG,19.658536585365855,2.5365853658536586,3.8780487804878048,0.15853658536585366,0.7804878048780488,18.7,0.531,8.660539024390244,Reserva
Zendon Hamilton,2003,C,2.0,0.0,1.3333333333333333,0.0,0.3333333333333333,17.7,0.51,2.5955000000000004,Reserva
Anfernee Hardaway,2003,SG,10.60344827586207,4.051724137931035,4.448275862068965,0.4482758620689655,1.1379310344827587,13.0,0.499,6.068865517241379,Reserva
Tim Hardaway,2003,PG,4.9,2.4,1.5,0.0,0.9,14.7,0.483,4.3183,Reserva
Matt Harpring,2003,SF,17.564102564102566,1.705128205128205,6.589743589743589,0.21794871794871795,0.9358974358974359,19.3,0.588,9.656364102564103,Reserva
Adam Harrington,2003,SG,1.5789473684210527,0.631578947368421,0.42105263157894735,0.05263157894736842,0.10526315789473684,7.4,0.387,1.7644894736842105,Reserva
Al Harrington,2003,SF,12.21951219512195,1.524390243902439,6.2317073170731705,0.4024390243902439,0.8658536585365854,12.4,0.493,6.948324390243902,Reserva
Junior Harrington,2003,PG,5.097560975609756,3.3780487804878048,3.048780487804878,0.18292682926829268,0.975609756097561,6.4,0.405,3.4572073170731707,Reserva
Othella Harrington,2003,PF,7.743243243243243,0.8378378378378378,6.4324324324324325,0.3108108108108108,0.16216216216216217,12.3,0.563,5.558056756756757,Reserva
Lucious Harris,2003,SG,10.324675324675324,2.012987012987013,3.012987012987013,0.1038961038961039,0.6883116883116883,13.5,0.494,5.360114285714285,Reserva
Antonio Harvey,2003,PF,1.0,0.0,1.5,1.0,0.25,2.9,0.4,1.2000000000000002,Reserva
Donnell Harvey,2003,SF,7.935064935064935,1.2987012987012987,5.311688311688312,0.35064935064935066,0.6233766233766234,12.5,0.486,5.463859740259741,Reserva
Trenton Hassell,2003,SG,4.170731707317073,1.8414634146341464,3.1097560975609757,0.7439024390243902,0.5487804878048781,6.0,0.411,2.6282951219512194,Reserva
Kirk Haston,2003,SF,0.5,0.25,0.5833333333333334,0.4166666666666667,0.0,-9.1,0.16,-1.0406666666666666,Reserva
Juaquin Hawkins,2003,SG,2.310344827586207,0.8103448275862069,1.3448275862068966,0.10344827586206896,0.5,7.3,0.427,1.998906896551724,Reserva
Brendan Haywood,2003,C,6.185185185185185,0.35802469135802467,4.987654320987654,1.4691358024691359,0.3950617283950617,13.5,0.561,4.478667283950617,Reserva
Alan Henderson,2003,C,4.804878048780488,0.5,4.853658536585366,0.3902439024390244,0.4024390243902439,12.1,0.508,3.7500341463414633,Reserva
Nene Hilario,2003,C,10.4875,1.8625,6.1375,0.8125,1.5875,15.4,0.545,5.709125000000001,Reserva
Grant Hill,2003,SF,14.517241379310345,4.206896551724138,7.103448275862069,0.4482758620689655,0.9655172413793104,20.8,0.568,9.094041379310346,Reserva
Tyrone Hill,2003,PF,5.571428571428571,0.7321428571428571,6.982142857142857,0.4642857142857143,0.8214285714285714,9.9,0.457,4.727128571428572,Reserva
Fred Hoiberg,2003,SG,2.2857142857142856,1.1111111111111112,2.1746031746031744,0.07936507936507936,0.6349206349206349,10.2,0.486,2.53891746031746,Reserva
Robert Horry,2003,PF,6.525,2.9125,6.425,0.7625,1.2,12.4,0.488,5.34755,Reserva
Eddie House,2003,SG,7.472727272727273,1.5818181818181818,1.8363636363636364,0.01818181818181818,0.8,12.1,0.447,4.281518181818181,Reserva
Allan Houston,2003,SG,22.5,2.682926829268293,2.817073170731707,0.08536585365853659,0.6585365853658537,17.7,0.563,9.275324390243902,Reserva
Juwan Howard,2003,PF,18.415584415584416,3.038961038961039,7.597402597402597,0.35064935064935066,1.0,17.2,0.501,9.80932077922078,Reserva
Troy Hudson,2003,PG,14.215189873417721,5.7215189873417724,2.3164556962025316,0.08860759493670886,0.759493670886076,15.2,0.531,7.8894291139240496,Reserva
Nate Huffman,2003,C,3.2857142857142856,0.7142857142857143,3.2857142857142856,0.42857142857142855,0.14285714285714285,11.8,0.403,2.9501500000000003,Reserva
Larry Hughes,2003,PG,12.791044776119403,3.0597014925373136,4.597014925373134,0.3582089552238806,1.2835820895522387,15.5,0.521,6.645756716417909,Reserva
Ryan Humphrey,2003,PF,1.9375,0.22916666666666666,2.0625,0.375,0.1875,4.1,0.339,1.6988999999999999,Reserva
Lindsey Hunter,2003,PG,9.655172413793103,2.4482758620689653,2.0344827586206895,0.1724137931034483,1.206896551724138,10.6,0.434,4.904089655172413,Reserva
Steven Hunter,2003,C,3.9393939393939394,0.18181818181818182,2.8181818181818183,1.0909090909090908,0.2727272727272727,13.4,0.531,3.272610606060606,Reserva
Zydrunas Ilgauskas,2003,C,17.160493827160494,1.5679012345679013,7.54320987654321,1.876543209876543,0.691358024691358,19.4,0.516,8.129997530864197,Reserva
Allen Iverson*,2003,SG,27.585365853658537,5.536585365853658,4.195121951219512,0.15853658536585366,2.7439024390243905,21.2,0.5,12.064146341463415,Role Player
Bobby Jackson,2003,PG,15.169491525423728,3.0847457627118646,3.711864406779661,0.05084745762711865,1.2033898305084745,18.4,0.561,7.688133898305084,Reserva
Jermaine Jackson,2003,SG,2.2830188679245285,1.3962264150943395,1.0754716981132075,0.11320754716981132,0.3584905660377358,9.0,0.451,2.454533962264151,Reserva
Jim Jackson,2003,SF,7.73015873015873,1.873015873015873,4.158730158730159,0.06349206349206349,0.49206349206349204,12.4,0.501,5.1164492063492055,Reserva
Marc Jackson,2003,C,5.467532467532467,0.4805194805194805,2.9220779220779223,0.38961038961038963,0.3116883116883117,13.4,0.508,3.4329324675324675,Reserva
Mark Jackson,2003,PG,4.658536585365853,4.573170731707317,2.1463414634146343,0.036585365853658534,0.5853658536585366,12.2,0.473,4.642543902439024,Reserva
Stephen Jackson,2003,SG,11.825,2.2875,3.575,0.375,1.5625,14.5,0.526,5.984475,Reserva
Casey Jacobsen,2003,SF,5.111111111111111,1.0138888888888888,1.1527777777777777,0.08333333333333333,0.4861111111111111,9.2,0.493,3.2501333333333333,Reserva
Jerome James,2003,C,5.411764705882353,0.5294117647058824,4.235294117647059,1.607843137254902,0.23529411764705882,13.1,0.506,4.090201960784313,Reserva
Mike James,2003,PG,7.782051282051282,3.1538461538461537,1.9102564102564104,0.0641025641025641,0.8205128205128205,11.8,0.469,4.866258974358974,Reserva
Antawn Jamison,2003,SF,22.21951219512195,1.9024390243902438,7.048780487804878,0.5487804878048781,0.926829268292683,19.0,0.542,11.127370731707314,Role Player
Marko Jaric,2003,SF,7.424242424242424,2.9242424242424243,2.4242424242424243,0.16666666666666666,1.4696969696969697,14.4,0.498,5.0855575757575755,Reserva
Chris Jefferies,2003,SF,3.8627450980392157,0.43137254901960786,1.1568627450980393,0.3137254901960784,0.37254901960784315,6.8,0.463,2.5251235294117644,Reserva
Richard Jefferson,2003,SF,15.525,2.5125,6.425,0.55,1.0,16.6,0.563,8.6438,Reserva
Jared Jeffries,2003,SF,3.95,0.8,2.9,0.25,0.4,11.1,0.521,3.5470999999999995,Reserva
Anthony Johnson,2003,PG,4.090909090909091,1.303030303030303,1.1818181818181819,0.07575757575757576,0.5606060606060606,11.3,0.512,3.224987878787879,Reserva
Avery Johnson,2003,PG,3.25,1.3333333333333333,0.6458333333333334,0.020833333333333332,0.3125,12.2,0.467,3.1558666666666664,Reserva
Ervin Johnson,2003,C,2.2028985507246377,0.34782608695652173,4.260869565217392,0.9130434782608695,0.4927536231884058,9.4,0.492,2.911701449275362,Reserva
Joe Johnson,2003,SG,9.792682926829269,2.5609756097560976,3.2195121951219514,0.23170731707317074,0.7560975609756098,11.6,0.472,5.131712195121952,Reserva
Ken Johnson,2003,C,2.0,0.0,2.0,0.75,0.0625,6.1,0.404,1.8176999999999999,Reserva
Damon Jones,2003,PG,4.571428571428571,1.6326530612244898,1.4285714285714286,0.08163265306122448,0.3673469387755102,11.5,0.505,3.489785714285714,Reserva
Eddie Jones,2003,SG,18.48936170212766,3.6808510638297873,4.808510638297872,0.6595744680851063,1.3617021276595744,18.9,0.551,8.80073829787234,Reserva
Fred Jones,2003,SG,1.2105263157894737,0.2631578947368421,0.47368421052631576,0.05263157894736842,0.3157894736842105,5.5,0.446,1.264336842105263,Reserva
Jumaine Jones,2003,SF,9.8,1.4,5.0625,0.275,0.8375,12.3,0.525,5.96125,Reserva
Popeye Jones,2003,PF,2.0384615384615383,0.3076923076923077,2.269230769230769,0.038461538461538464,0.19230769230769232,7.0,0.396,2.1780615384615385,Reserva
Michael Jordan*,2003,SF,20.0,3.792682926829268,6.060975609756097,0.47560975609756095,1.5,19.3,0.491,10.353856097560975,Role Player
Shawn Kemp,2003,C,6.7974683544303796,0.6962025316455697,5.708860759493671,0.4177215189873418,0.8354430379746836,11.7,0.468,4.369982278481012,Reserva
Steve Kerr,2003,PG,3.986666666666667,0.9333333333333333,0.8,0.04,0.36,11.4,0.552,3.0885333333333334,Reserva
Jason Kidd,2003,PG,18.6875,8.8875,6.3,0.3125,2.2375,22.2,0.526,11.165099999999999,Role Player
Andrei Kirilenko,2003,SF,12.0375,1.725,5.25,2.1875,1.475,21.1,0.598,8.2523,Reserva
Kerry Kittles,2003,SG,13.046153846153846,2.6153846153846154,3.876923076923077,0.46153846153846156,1.5538461538461539,18.3,0.55,6.976923076923077,Reserva
Brevin Knight,2003,PG,3.9272727272727272,4.236363636363636,1.4727272727272727,0.03636363636363636,1.2545454545454546,11.2,0.442,4.1887454545454545,Reserva
Travis Knight,2003,C,1.875,0.4375,1.9375,0.28125,0.25,8.3,0.424,1.8777625,Reserva
Toni Kukoc,2003,PF,11.587301587301587,3.6507936507936507,4.222222222222222,0.4603174603174603,1.2857142857142858,18.0,0.551,7.250338095238096,Reserva
Christian Laettner,2003,PF,8.31578947368421,3.0921052631578947,6.605263157894737,0.5263157894736842,1.0789473684210527,16.1,0.545,6.445815789473684,Reserva
Raef LaFrentz,2003,C,9.26086956521739,0.782608695652174,4.782608695652174,1.318840579710145,0.5072463768115942,16.5,0.578,5.295566666666667,Reserva
Sean Lampley,2003,SF,4.828571428571428,0.8857142857142857,2.3714285714285714,0.08571428571428572,0.2,12.4,0.512,3.862628571428571,Reserva
Dan Langhi,2003,SF,3.05,0.35,1.45,0.1,0.25,9.4,0.434,2.6933999999999996,Reserva
Voshon Lenard,2003,SG,14.253968253968255,2.2857142857142856,3.365079365079365,0.3333333333333333,0.9365079365079365,14.4,0.502,6.573692063492064,Reserva
Rashard Lewis,2003,SF,18.12987012987013,1.7272727272727273,6.532467532467533,0.45454545454545453,1.2857142857142858,16.7,0.537,9.478180519480517,Reserva
Randy Livingston,2003,PG,3.0,0.5,0.0,0.0,0.0,19.6,0.615,3.9265000000000003,Reserva
Art Long,2003,SF,2.3076923076923075,0.23076923076923078,2.3076923076923075,0.4230769230769231,0.19230769230769232,6.2,0.378,2.183184615384615,Reserva
Grant Long,2003,PF,1.7560975609756098,0.6097560975609756,2.024390243902439,0.024390243902439025,0.21951219512195122,5.3,0.449,1.7959975609756096,Reserva
